context,tel_Telu
"In Canada, after 6.6 million doses of vaccine had been distributed between 21 October and 7 November, there were reports of mild adverse events in 598 people vaccinated including: nausea, dizziness, headache, fever, vomiting, and swelling or soreness at the injection site. There were reports of tingling lips or tongue, difficulty breathing, hives, and skin rashes. Thirty six people had serious adverse events, including anaphylaxis and febrile convulsions.","కెనడాలో, 21 అక్టోబర్ నుండి 7 నవంబర్ వరకు, 6.6 మిలియన్ డోసుల టీకాలను పంపిణీ చేసిన తర్వాత, టీకా వేయించుకున్న 598 మందిలో వికారం, తల తిరగడం, తలనొప్పి, జ్వరం, వాంతులు, ఇంజక్షన్ వేసిన చోట వాపు లేదా నొప్పి వంటి వాటితో సహా తేలికపాటి ప్రతికూల సంఘటనలు జరిగినట్లు తెలిసింది."
"Live-attenuated vaccines are safe and stimulate a strong and effective immune response that is long-lasting. Given pathogens are attenuated, it is extremely rare for pathogens to revert to their pathogenic form and subsequently cause disease. Additionally, within the five WHO-recommended live attenuated vaccines (tuberculosis, oral polio, measles, rotavirus, and yellow fever), severe adverse reactions are extremely rare.","ఆ వ్యాధికారక క్రిములు క్షీణింపజేయబడతాయి కాబట్టి, అవి వాటి వ్యాధికారక రూపానికి తిరిగి వెళ్లి, తదనంతరం రోగాన్ని కలిగించడం అనేది చాలా అరుదు."
"Live-attenuated vaccines are safe and stimulate a strong and effective immune response that is long-lasting. Given pathogens are attenuated, it is extremely rare for pathogens to revert to their pathogenic form and subsequently cause disease. Additionally, within the five WHO-recommended live attenuated vaccines (tuberculosis, oral polio, measles, rotavirus, and yellow fever), severe adverse reactions are extremely rare.","బలహీనపరచబడిన సజీవ టీకాలు సురక్షితమైనవి, ఇంకా దీర్ఘకాలం పాటు నిలిచే బలమైన, సమర్థవంతమైన రోగనిరోధక ప్రతిస్పందనను ప్రేరేపిస్తాయి."
"Malnutrition refers to deficiencies, excesses or imbalances in a person's intake of energy and/or nutrients. The term malnutrition covers 2 broad groups of conditions. One is undernutrition which includes stunting (low height for age), wasting (low weight for height), underweight (low weight for age) and micronutrient deficiencies or insufficiencies (a lack of important vitamins and minerals).","ఒకటి పోషకాహార లోపం, దీనిలో గిటకబారడం (వయసుకు తగ్గ ఎత్తు లేకపోవడం), బలహీన పడటం (ఎత్తుకు తగ్గ బరువు లేకపోవడం), తక్కువ బరువు ఉండటం (వయసుకు తగ్గ బరువు లేకపోవడం) మరియు సూక్ష్మపోషక లోపాలు లేదా కొరతలు (ముఖ్యమైన విటమిన్లు మరియు ఖనిజాల కొరత) వంటివి ఉంటాయి."
"Meditation lowers heart rate, oxygen consumption, breathing frequency, stress hormones, lactate levels, and sympathetic nervous system activity (associated with the fight-or-flight response), along with a modest decline in blood pressure. However, those who have meditated for two or three years were found to already have low blood pressure. During meditation, the oxygen consumption decrease averages 10 to 20 percent over the first three minutes.","అయితే, రెండు లేదా మూడు ఏళ్ల పాటు ధ్యానం చేసి ఉన్న వారికి అప్పటికే తక్కువ రక్తపోటు ఉన్నట్లు గుర్తించబడింది."
"NCDs include many environmental diseases covering a broad category of avoidable and unavoidable human health conditions caused by external factors, such as sunlight, nutrition, pollution, and lifestyle choices. The diseases of affluence are non-infectious diseases with environmental causes. Examples include:","సూర్యరశ్మి, ఆహారం, కాలుష్యం మరియు జీవన శైలి ఎంపికలు వంటి బాహ్య కారకాల కారణంగా ఏర్పడే నివారించగల, మరియు నివారించలేని మానవ ఆరోగ్య పరిస్థితులు గల విస్తృత వర్గాలను కూడిన అనేక పర్యావరణ సంబంధ వ్యాధులు ఎన్‌సిడిలలో ఉంటాయి."
"Non-immunologic mechanisms involve substances that directly cause the degranulation of mast cells and basophils. These include agents such as contrast medium, opioids, temperature (hot or cold), and vibration. Sulfites may cause reactions by both immunologic and non-immunologic mechanisms.","సల్ఫైట్‌లు రోగనిరోధక మరియు రోగనిరోధకం కాని విధానాలు, రెండింటి ద్వారా ప్రతిచర్యలను కలిగించవచ్చు."
"On 2 April 2020, Dagens Eko reported that significant spread of COVID-19 had occurred in retirement homes in at least 90 municipalities. Previously, the government and the public health authorities had strongly advised against external visits to retirement homes, with several municipalities outright banning them. A nationwide ban on external visits to retirement homes came into force on 1 April.","2020 ఏప్రిల్ 2న, కనీసం 90 మునిసిపాలిటీలలోని రిటైర్మెంట్ హోమ్‌లలో కోవిడ్-19 గణనీయంగా వ్యాపించిందని డాగెన్స్ ఎకో నివేదించింది."
"Once a virus genome becomes operational in a host cell, it then generates messenger RNA (mRNA) molecules that direct the synthesis of viral proteins. Production of mRNA is initiated by proteins known as transcription factors. Several antivirals are now being designed to block attachment of transcription factors to viral DNA.","ఆతిథేయ కణంలో వైరస్ జన్యువు పని చేయడం మొదలుపెట్టాక, అది వైరల్ ప్రోటీన్ల సృష్టిని నిర్దేశించే మెసెంజర్ ఆర్ఎన్ఎ (ఎంఆర్ఎన్ఎ) అణువులను ఉత్పత్తి చేస్తుంది."
"Otherwise, being very elastic, it may return to its normal position. Additionally, the hymen may be lacerated by disease, injury, medical examination, masturbation or physical exercise. For these reasons, virginity cannot be definitively determined by examining the hymen.",ఈ కారణాల వలన కన్నెపొరను పరీక్షించడం ద్వారా కన్యత్వాన్ని ఖచ్చితంగా నిర్ణయించడం సాధ్యం కాదు.
"Personality disorders are associated with considerable stigma in popular and clinical discourse alike. Despite various methodological schemas designed to categorize personality disorders, many issues occur with classifying a personality disorder because the theory and diagnosis of such disorders occur within prevailing cultural expectations; thus, their validity is contested by some experts on the basis of inevitable subjectivity. They argue that the theory and diagnosis of personality disorders are based strictly on social, or even sociopolitical and economic considerations.",వ్యక్తిత్వ రుగ్మతల తాలూకు సిద్ధాంతం మరియు రోగ నిర్ధారణ అనేవి ఖచ్చితంగా సాంఘిక లేదా సామాజిక-రాజకీయ మరియు ఆర్థిక పరిగణనల మీద సహితం ఆధారపడి ఉంటాయని వారు వాదిస్తారు.
"Socioeconomic status (SES) has been viewed as a risk factor for eating disorders, presuming that possessing more resources allows for an individual to actively choose to diet and reduce body weight. Some studies have also shown a relationship between increasing body dissatisfaction with increasing SES. However, once high socioeconomic status has been achieved, this relationship weakens and, in some cases, no longer exists.","పెరిగే శారీరక అసంతృప్తి, ఇంకా పెరిగే ఎస్ఇఎస్ మధ్య సంబంధం ఉన్నట్లు కూడా కొన్ని అధ్యయనాలు చూపించాయి."
"The 2009 swine flu pandemic vaccines were influenza vaccines developed to protect against the pandemic H1N1/09 virus. These vaccines either contained inactivated (killed) influenza virus, or weakened live virus that could not cause influenza. The killed virus was injected, while the live virus was given as a nasal spray.",ఈ టీకాలలో నిష్క్రియం చేయబడిన (చంపబడిన) ఇన్‌ఫ్లుఎంజా వైరస్ లేదా ఇన్‌ఫ్లుఎంజాను కలుగజేయలేని బలహీనపరచిన సజీవ వైరస్ ఉండేవి.
"The Africa CDC has played a role in responding to the global 201920 COVID-19 pandemic, which has affected Africa. In early April 2020, Director Dr John Nkengasong condemned remarks by two French scientists Professors, Jean-Paul Mira and Camille Locht suggesting that a potential tuberculosis vaccine for the coronavirus be test in Africa as ""disgusting and racist"". Dr Mira has since apologized for his remarks.","2020 ఏప్రిల్ మొదట్లో, ఇద్దరు ఫ్రెంచ్ శాస్త్రవేత్తలైన ప్రొఫెసర్లు జీన్-పాల్ మీరా, కామిల్ లోచ్ట్, క్షయపై పనిచేయగల ఒక టీకాని ఆఫ్రికాలో కరోనావైరస్ కోసం పరీక్షించాలని సూచిస్తూ చేసిన వ్యాఖ్యలను డైరెక్టర్ డాక్టర్. జాన్ కెన్‌గాసోంగ్ , ""జుగుప్సాకరమైనవి మరియు జాత్యహంకారమైనవి"" గా ఖండించారు."
"The Africa CDC is based at the Africa CDC Coordinating Centre in Addis Ababa, Ethiopia, which also contains the agency's Emergency Operations Centre. The agency is led by Director Dr John Nkengasong and Deputy Director Ahmed Ogwell Ouma. Besides its Executive Office and a Science and Programme Office, the agency also has several divisions dealing with ""policy, health diplomacy, and communication,"" ""management and administration,"" ""surveillance and disease intelligence,"" ""laboratory systems and networks,"" ""emergency preparedness and response,"" and "" public health institutes and research.""","దాని కార్యనిర్వాహక కార్యాలయం మరియు ఒక సైన్స్ అండ్ ప్రోగ్రామ్ కార్యాలయంతో పాటు, ""విధానం, ఆరోగ్య దౌత్యం మరియు సమాచార మార్పిడి,"" ""నిర్వహణ మరియు పరిపాలన,"" ""పర్యవేక్షణ మరియు వ్యాధి సమాచారం,"" ""ప్రయోగశాల వ్యవస్థలు మరియు నెట్‌వర్క్‌లు,"" ""అత్యవసర పరిస్థితికి సంసిద్ధత మరియు ప్రతిస్పందన,"" మరియు ""ప్రజారోగ్య సంస్థలు మరియు పరిశోధన"" వంటి వాటిని నిర్వహించే అనేక విభాగాలు ఆ సంస్థలో ఉన్నాయి."
"The Africa CDC is based at the Africa CDC Coordinating Centre in Addis Ababa, Ethiopia, which also contains the agency's Emergency Operations Centre. The agency is led by Director Dr John Nkengasong and Deputy Director Ahmed Ogwell Ouma. Besides its Executive Office and a Science and Programme Office, the agency also has several divisions dealing with ""policy, health diplomacy, and communication,"" ""management and administration,"" ""surveillance and disease intelligence,"" ""laboratory systems and networks,"" ""emergency preparedness and response,"" and "" public health institutes and research.""","ఆఫ్రికా సిడిసి ఇథియోపియాలోని అడ్డిస్ అబాబాలోని ఆఫ్రికా సిడిసి కోఆర్డినేటింగ్ సెంటర్‌లో ఆధారితమై ఉంది, ఇందులోనే ఈ ఏజెన్సీ యొక్క అత్యవసర కార్యకలాపాల కేంద్రం కూడా ఉంది."
"The NCD Alliance is a global partnership founded in May 2009 by four international federations representing cardiovascular disease, diabetes, cancer, and chronic respiratory disease. The NCD Alliance brings together roughly 900 national member associations to fight non-communicable disease. Long-term aims of the Alliance include:",ఎన్‌సిడి కూటమి అంటుకోని వ్యాధులతో పోరాడటానికి దాదాపు 900 జాతీయ సభ్య సంఘాలను కలుపుతుంది.
"The gastrointestinal tract (GI tract, digestive tract, alimentary canal) is the tract or passageway of the digestive system that leads from the mouth to the anus. The GI tract contains all the major organs of the digestive system, in humans and other animals, including the esophagus, stomach, and intestines. Food taken in through the mouth is digested to extract nutrients and absorb energy, and the waste expelled at the anus as feces.","మానవులలో ఇంకా మిగతా జంతువులలో జీర్ణ నాళం, అన్నవాహిక, కడుపు, ప్రేగులతో సహా జీర్ణ వ్యవస్థలోని అన్ని ప్రధాన అవయవాలను కలిగి ఉంటుంది."
"The gastrointestinal tract (GI tract, digestive tract, alimentary canal) is the tract or passageway of the digestive system that leads from the mouth to the anus. The GI tract contains all the major organs of the digestive system, in humans and other animals, including the esophagus, stomach, and intestines. Food taken in through the mouth is digested to extract nutrients and absorb energy, and the waste expelled at the anus as feces.","జీర్ణ వాహిక (జిఐ ట్రాక్ట్, జీర్ణాశయం, ఆహార నాళం) అనేది నోటి నుండి మలద్వారం వరకు ఉండే జీర్ణాశయ వ్యవస్థ యొక్క వాహిక లేదా మార్గం."
"There are additional factors contributing to protection from pathogen invasion. For example, low pH (ranging from 1 to 4) of the stomach is fatal for many microorganisms that enter it. Similarly, mucus (containing IgA antibodies) neutralizes many pathogenic microorganisms.","ఉదాహరణకు, ఉదరంలో ఉండే తక్కువ పిహెచ్ (1 నుండి 4 వరకు స్థాయిలలో), దాన్లోకి ప్రవేశించే అనేక సూక్ష్మక్రిములకు ప్రాణాంతకమైనది."
"Treatment for personality disorders is primarily psychotherapeutic. Evidence-based psychotherapies for personality disorders include cognitive behavioral therapy, and dialectical behavior therapy especially for borderline personality disorder. A variety of psychoanalytic approaches are also used.","వ్యక్తిత్వ రుగ్మతలు, ముఖ్యంగా రోగలక్షణము తెలియరాని వ్యక్తిత్వ రుగ్మత కోసం ఉద్దేశించబడిన రుజువు-ఆధారిత మానసిక చికిత్సలలో అభిజ్ఞా ప్రవర్తనా చికిత్స, తార్కిక ప్రవర్తనా చికిత్స ఉన్నాయి."
"WHO described increasing capacity and adapting healthcare as a fundamental mitigation. The ECDC and WHO's European regional office issued guidelines for hospitals and primary healthcare services for shifting resources at multiple levels, including focusing laboratory services towards testing, cancelling elective procedures, separating and isolating patients, and increasing intensive care capabilities by training personnel and increasing ventilators and beds. The pandemic drove widespread adoption of telehealth.","ప్రయోగశాల సేవలను పరీక్ష దిశగా కేంద్రీకరించడం, ఐచ్ఛిక ప్రక్రియలను రద్దు చేయడం, రోగులను వేరు చేసి, ఒంటరిగా ఉంచడం, సిబ్బందికి శిక్షణ ఇవ్వడం మరియు వెంటిలేటర్లు, పడకలను పెంచడం ద్వారా ఇంటెన్సివ్ కేర్ సామర్థ్యాలను పెంచడం వంటి వాటితో సహా వనరులను బహుళ స్థాయిలలో బదిలీ చేయడానికి ఇసిడిసి మరియు డబ్ల్యూహెచ్ఒ యూరోపియన్ ప్రాంతీయ కార్యాలయం ఆసుపత్రులకు మరియు ప్రాథమిక ఆరోగ్య సంరక్షణ సేవలకు మార్గదర్శకాలను జారీ చేసింది."
"serious health problems often result from physical, emotional, and sexual forms of domestic violence. physical health outcomes include: injury (from lacerations to fractures and internal organs injury), unwanted pregnancy, gynaecological problems, stds including hiv, miscarriage, pelvic inflammatory disease, chronic pelvic pain, headaches, permanent disabilities, asthma, irritable bowel syndrome, self-injurious behaviours (smoking, unprotected sex) mental health effects can include depression, fear, anxiety, low self-esteem, sexual dysfunction, eating disorders, obsessive-compulsive disorder, or post traumatic stress disorder. fatal effects can include suicide, homicide, maternal mortality, or hiv/aids.","శారీరక ఆరోగ్య ఫలితాలలో గాయాలు (ఎముకలు విరుగుట కారణంగా ఏర్పడిన కోతలు మరియు అంతర్గత అవయవాల గాయాలు), అవాంఛిత గర్భధారణ, స్త్రీ జననేంద్రియ సమస్యలు, హెచ్ఐవితో సహా ఎస్‌టిడిలు, గర్భస్రావం, కటి వాపు వ్యాధి, దీర్ఘకాలిక కటి నొప్పి, తలనొప్పులు, శాశ్వత వైకల్యాలు, ఉబ్బసం, ఇరిటబుల్ బోవెల్ సిండ్రోమ్, స్వీయ-హాని కలిగించే ప్రవర్తనలు (ధూమపానం, అసురక్షిత శృంగారం) వంటివి ఉంటాయి; మానసిక ఆరోగ్య ప్రభావాలలో నిస్పృహ, భయం, ఆందోళన, ఆత్మ న్యూనత, లైంగిక అసమర్థత, ఆహారం తీసుకోవడంలో రుగ్మతలు, అబ్సెసివ్-కంపల్సివ్ డిజార్డర్, లేదా పోస్ట్ ట్రామాటిక్ స్ట్రెస్ డిజార్డర్ వంటివి ఉండొచ్చు."
"A 2009 Cochrane review concluded that thiazide antihypertensive drugs reduce the risk of death (RR 0.89), stroke (RR 0.63), coronary heart disease (RR 0.84), and cardiovascular events (RR 0.70) in people with high blood pressure. In the ensuring years other classes of antihypertensive drug were developed and found wide acceptance in combination therapy, including loop diuretics (Lasix/furosemide, Hoechst Pharmaceuticals, 1963), beta blockers (ICI Pharmaceuticals, 1964) ACE inhibitors, and angiotensin receptor blockers. ACE inhibitors reduce the risk of new onset kidney disease [RR 0.71] and death [RR 0.84] in diabetic patients, irrespective of whether they have hypertension.","తరువాతి సంవత్సరాలలో, రక్తపోటును తగ్గించే మందులో ఇతర వర్గాలు, లూప్ డైయూరిటిక్స్ (లాసిక్స్/ఫ్యూరోసెమైడ్, హోచ్స్ట్ ఫార్మాస్యూటికల్స్, 1963), బీటా-బ్లాకర్స్ (ఐసిఐ ఫార్మాస్యూటికల్స్, 1964) ఎ.సి.ఇ ఇన్హిబిటర్స్, యాంజియోటెన్సిన్ రిసెప్టర్ బ్లాకర్స్‌తో సహా, అభివృద్ధి చేయబడి, సంయోగ చికిత్సలో మంచి ఆదరణ పొందాయి."
"A total of 48,675 hectares (120,280 acres) of land is used for agriculture purposes. Paddy, the main food crop, is mostly cultivated in Andaman group of islands, whereas coconut and arecanut are the cash crops of Nicobar group of islands. Field crops, namely, pulses, oilseeds and vegetables are grown, followed by paddy during Rabi season.","ప్రధాన ఆహార పంట అయిన వరి అండమాన్ దీవుల సమూహంలో ఎక్కువగా సాగు చేయబడుతుండగా, కొబ్బరి, పోక చెట్లు నికోబార్ దీవుల సమూహంలోని వాణిజ్య పంటలు."
"ATI entered the mobile computing sector by introducing 3D-graphics acceleration to laptops in 1996. The Mobility product line had to meet requirements different from those of desktop PCs, such as minimized power usage, reduced heat output, TMDS output capabilities for laptop screens, and maximized integration. In 1997, ATI acquired Tseng Labs's graphics assets, which included 40 engineers.",1996లో ల్యాప్‌టాప్‌లకు 3డి-గ్రాఫిక్స్ యాక్సిలరేషన్‌ను ప్రవేశ పెట్టడం ద్వారా ఎటిఐ మొబైల్ కంప్యూటింగ్ రంగంలోకి ప్రవేశించింది.
According to Greenpeace the largest coal belt in India is at Jharia. Before coal mining Jharia had forests inhabited by tribes. In 1971 the coal mines were nationalised.,"బొగ్గు తవ్వకాల ముందు, ఝరియాలో గిరిజనులు నివసిస్తుండే అడవులు ఉండేవి."
"An international cargo hub project, the Multi-modal International Cargo Hub and Airport at Nagpur, (MIHAN), has been developed. MIHAN will be used for handling heavy cargo coming from South-East Asia and Middle-East Asia. The project will also include a 100 billion (US$1.3billion) Special Economic Zone (SEZ) for information-technology companies.",నాగపూర్‌లో మల్టీ-మోడల్ ఇంటర్నేషనల్ కార్గో హబ్ అండ్ ఎయిర్‌పోర్ట్ (మిహాన్) అనే ఒక అంతర్జాతీయ సరుకు రవాణా కేంద్ర వ్యవస్థ అభివృద్ధి చేయబడింది.
"Ashok Leyland Defence Systems Ltd. (ALDS) also leverages Ashok Leyland's in-house R&D base, its collaboration with global technology leaders and Ashok Leyland's state-of-the-art plants in India. Ashok Leyland Defence Systems Ltd.","అశోక్ లేల్యాండ్ డిఫెన్స్ సిస్టమ్స్ లిమిటెడ్ (ఎఎల్‌డిఎస్) అనేది అశోక్ లేల్యాండ్ తాలూకు సంస్థాంతర్గత ఆర్&డి స్థావరాన్ని, అంతర్జాతీయ టెక్నాలజీ దిగ్గజాలతో దాని సహయోగాన్ని, అలాగే భారతదేశంలోని అశోక్ లేల్యాండ్ తాలూకు అత్యాధునిక ప్లాంట్‌లను కూడా సమీకరిస్తుంది."
"At SID's Display Week 2019 in May, Tianma and PlayNitride demonstrated their co-developed 7.56-inch (19.2cm) microLED display with over 60% transparency. China Star Optoelectronics Technology (CSoT) demonstrated a 3.3-inch (8.4cm) transparent microLED display with around 45% transparency, also co-developed with PlayNitride. Plessey Semiconductors Ltd demonstrated a monolithic monochrome blue GaN-on-silicon wafer bonded to a Jasper Display CMOS backplane 0.7-inch (18mm) active-matrix microLED display with an 8m pixel pitch.",ప్లెసీ సెమీకండక్టర్స్ లిమిటెడ్ 8మీ పిక్సెల్ పిచ్ గల జాస్పర్ డిస్ప్లే సిఎంఒఎస్ బ్యాక్‌ప్లేన్ 0.7-అంగుళాల (18 మిమీ) ఆక్టివ్-మాట్రిక్స్ మైక్రోఎల్‌ఈడీ డిస్ప్లే తో బాండ్ చేయబడిన మోనోలిథిక్ మోనోక్రోమ్ బ్లూ జిఎఎన్-ఆన్-సిలికాన్ వేఫర్‌ను ప్రదర్శించింది.
"Bangalore's rapid growth has created several administrative problems relating to traffic congestion and degrading infrastructure. The unplanned nature of growth in the city resulted in massive traffic gridlocks; a flyover system and one-way traffic systems were introduced, which were only moderately successful. A 2003Battelle Environmental Evaluation System (BEES) evaluation of Bangalore's physical, biological and socioeconomic parameters indicated that Bangalore's water quality and terrestrial and aquatic ecosystems were close to ideal, while the city's socioeconomic parameters (traffic, quality of life) air quality and noise pollution were poor.","నగరంలో అభివృద్ధి యొక్క నియమరహిత స్వభావం భారీ ట్రాఫిక్ ప్రతిష్ఠంభనలకు దారితీసింది; ఒక ఫ్లైఓవర్ వ్యవస్థను మరియు ఏక-దిశ ట్రాఫిక్ వ్యవస్థలను ప్రవేశపెట్టారు, అవి మోస్తరుగా మాత్రమే విజయవంతమయ్యాయి."
"Constraints imposed by time zones can complicate communication; near-sourcing or nearshoring offers a solution. English language skills are the cornerstone of Nearshore and IT services. Collaboration by universities, industry, and government has slowly produced improvements.",నియర్‌షోర్ మరియు ఐటి సేవలకు ఆంగ్ల భాషా నైపుణ్యం మూలస్తంభం.
"Counter Measures Dispensing System (CMDS) is chaff and flare dispensing system. CMDS is an airborne defensive system providing self-protection to the aircraft by passive ECM against radar guided & IR seeking, air & ground launched missiles. Protection to the aircraft is achieved by misguiding the missiles by dispensing of chaff and/or flare payloads.","సిఎండిఎస్ అనేది వాయుమార్గ రక్షణ వ్యవస్థ, ఇది రాడార్‌చే నిర్దేశిత, ఐఆర్‌ని శోధించే, గాలిలో మరియు నేల మీద నుండి ప్రయోగించే క్షిపణుల నుండి విమానానికి క్రియారహిత ఇసిఎంతో స్వీయ-రక్షణను అందిస్తుంది."
"Egypt produced 691,000bbl/d of oil and 2,141.05Tcf of natural gas in 2013, making the country the largest non-OPEC producer of oil and the second-largest dry natural gas producer in Africa. In 2013, Egypt was the largest consumer of oil and natural gas in Africa, as more than 20% of total oil consumption and more than 40% of total dry natural gas consumption in Africa. Also, Egypt possesses the largest oil refinery capacity in Africa 726,000bbl/d (in 2012).","2013లో ఆఫ్రికా మొత్తంలో చమురు వినియోగంలో 20% పైగా వినియోగంతో, పొడి సహజ వాయువు వినియోగంలో 40% పైగా వినియోగంతో ఆఫ్రికాలో చమురు, సహజ వాయువు యొక్క అతిపెద్ద వినియోగదారుగా ఈజిప్ట్ ఉండింది."
"Following a merger process, the merger of the 5 remaining associate banks, (viz. State Bank of Bikaner and Jaipur, State Bank of Hyderabad, State Bank of Mysore, State Bank of Patiala, State Bank of Travancore); and the Bharatiya Mahila Bank) with the SBI was given an in-principle approval by the Union Cabinet on 15 June 2016. This came a month after the SBI board had, on 17 May 2016, cleared a proposal to merge its five associate banks and Bharatiya Mahila Bank with itself.","ఒక విలీన ప్రక్రియను అనుసరించి, మిగిలిన 5 అనుబంధ బ్యాంకులు (అనగా స్టేట్ బ్యాంక్ ఆఫ్ బికనేర్ అండ్ జైపూర్, స్టేట్ బ్యాంక్ ఆఫ్ హైదరాబాద్, స్టేట్ బ్యాంక్ ఆఫ్ మైసూర్, స్టేట్ బ్యాంక్ ఆఫ్ పాటియాలా,మరియు స్టేట్ బ్యాంక్ ఆఫ్ ట్రావెన్‌కోర్)ను మరియు భారతీయ మహిళా బ్యాంక్‌ను ఎస్‌బిఐతో విలీనం చేయడానికి 2016 జూన్ 15న కేంద్ర క్యాబినెట్ సూత్రప్రాయంగా ఆమోదం తెలిపింది."
"GAIL is also an equity partner in two retail gas companies in Egypt, namely Fayum Gas Company (FGC) and National Gas Company (Natgas). Besides, GAIL is an equity partner in a retail gas company involved in city gas and CNG business in China China Gas Holdings Limited (China Gas). Further, GAIL and China Gas have formed an equally owned joint venture company GAIL China Gas Global Energy Holdings Limited for pursuing gas sector opportunities primarily in China.","అలాగే గెయిల్ ఈజిప్ట్‌లోని రెండు రిటైల్ గ్యాస్ కంపెనీలు, ఫాయుం గ్యాస్ కంపెనీ (ఎఫ్‌జిసి) మరియు నేషనల్ గ్యాస్ కంపెనీ (నాట్‌గ్యాస్) లలో కూడా యాజమాన్య వాటాదారు భాగస్వామి."
"In 1824, Hamilton was introduced at Edgeworthstown to the novelist Maria Edgeworth, by the Rev. Richard Butler, the vicar of Trim, County Meath to whom his uncle James Hamilton was curate.:5,34 During the same period, his uncle introduced him to the Disney family at Summerhill, County Meath. The Disney sons attended Trinity College, and Hamilton had friends among them. At Summerhill, he met Catherine Disney, their sister.:37","1824లో హామిల్టన్‌ను, ఎడ్జ్‌వర్త్స్‌టౌన్‌లో నవలా రచయిత్రి మరియా ఎడ్జ్‌వర్త్స్‌కు మీత్ కౌంటీలోని ట్రిమ్‌కు చెందిన మతగురువైన రెవ.రిచర్డ్ బట్లర్ పరిచయం చేసారు, ఈయనకి ఆయన తండ్రికి సోదరుడైన జేమ్స్ హామిల్టన్‌ సహాయకుడిగా పనిచేసాడు."
"In India, the first pharmaceutical company set up was Bengal Chemicals and Pharmaceutical. Bengal Chemicals and Pharmaceutical was set up by P.C Ray, professor of chemistry at Calcutta University. After 9 years of settlement of this company, one more company called Alembic Chemical works at Baroda (Now as Vadodara) in Gujarat was set up.",బెంగాల్ కెమికల్స్ అండ్ ఫర్మాస్యూటికల్స్‌ను కలకత్తా విశ్వవిద్యాలయంలో రసాయనశాస్త్ర ప్రొఫెసర్ అయిన పి.సి. రే ఏర్పాటు చేసారు.
"In March 1953, the Indian Parliament passed the Air Corporations Act. India's airline industry was nationalised and the eight domestic airlines operating independently at that time Deccan Airways, Airways India, Bharat Airways, Himalayan Aviation, Kalinga Airlines, Indian National Airways, Air India and Air Services of India were merged into two government-owned entities. Indian Airlines focussed on domestic routes and Air India International on international services. The International Airports Authority of India (IAAI) was constituted in 1972 while the National Airports Authority was constituted in 1986.",ఇండియన్ ఎయిర్‌లైన్స్ దేశీయ మార్గాల మీద మరియు ఎయిర్ ఇండియా ఇంటర్నేషనల్ అంతర్జాతీయ సేవల మీద దృష్టి పెట్టాయి.
"In other cases the helicopter has been used solely for sensing and rocket delivered torpedoes used as the weapon. Surface ships continue to be an important ASW platform because of their endurance, now having towed array sonars. Submarines are the main ASW platform because of their ability to change depth and their quietness, which aids detection.","మిగతా సందర్భాలలో, హెలికాప్టర్‌ను కేవలం అవగాహన కోసం ఉపయోగించి, రాకెట్ ద్వారా పంపబడే టార్పెడోలను ఆయుధంగా ఉపయోగించారు."
"In the 1980s the Spanish firm Esperanza y Cia developed a 120mm caliber mortar bomb which contained 21 anti-armor submunitions. What made the 120mm ""Espin"" unique was the electrical impact fusing system which totally eliminated dangerous duds. The system operates on a capacitor in each submunition which is charged by a wind generator in the nose of the projectile after being fired.","1980లలో, స్పానిష్ సంస్థ అయిన ఎస్పెరాన్జా వై సియా 21 యాంటీ-ఆర్మర్ సబ్‌మ్యూనిషన్‌లు కల ఒక 120-మిమీ మోర్టార్ బాంబును రూపొందించింది."
"India's geothermal energy installed capacity is experimental, and commercial use is insignificant. According to some estimates, India has 10,600 MW of geothermal energy available. The resource map for India has been grouped into six geothermal provinces:","కొన్ని అంచనాల ప్రకారం, భారతదేశంలో 10,600 ఎండబ్ల్యూల భూఉష్ణశక్తి అందుబాటులో ఉంది."
"NRE Accounts are repatriable. Credits permitted to NRE account are inward remittance from outside India, interest accruing on the account, interest on investment, transfer from other NRE/ FCNR(B) accounts, maturity proceeds of investments (if such investments were made from this account or through inward remittance). Inward remittances from outside India, legitimate dues in India and transfers from other NRO accounts are permissible credits to NRO account.","భారతదేశం వెలుపలి నుండి లోపలికి వచ్చే చెల్లింపులు, భారతదేశంలోని చట్టబద్ధమైన బకాయిలు, మరియు ఇతర ఎన్ఆర్ఒ ఖాతాల నుండి చేసే బదిలీలు, ఎన్ఆర్ఒ ఖాతాలకు అనుమతించబడే జమలు."
"Nashik has a textile industry. National Bank for Agriculture and Rural Development has selected Yeola Block for development of Paithani Cluster. To facilitate exports, a container freight station was started at MIDC Ambad by the Central Government.","ఎగుమతులను సులభతరం చేయడానికి, అంబాడ్ ఎంఐడిసి వద్ద కేంద్ర ప్రభుత్వం ఒక కంటైనర్ సరుకు కేంద్రాన్ని ప్రారంభించింది."
