text,or_text
' He had said,ସେ କହିଥିଲେ
"""जातिजाति में जाति है,","""ଜାତି ଜାତି ମେଁ ଜାତି ହୈ,"
"जो केतन के पात,",ଯୋ କେତନ୍ କେ ପାତ୍
रैदास मनुष ना जुड़ सके,ରୈଦାସ ମନୁଷ ନା ଯୁଡ୍ ସକେ
"जब तक जाति न जात""",ଜବ୍ ତକ୍ ଜାତି ନ ଜାତ୍
"Which would translate something like this that if you were to peel the stem of the banana tree, there appear leaves underneath which form the psuedostem, one can go peeling the leaves forming the stem till there isn't any tree left at all","ଯେମିତି କଦଳୀ ଗଛର ପଟୁଙ୍ଗା ଛଡ଼ାଇଲେ ପଟୁଙ୍ଗା ପରେ ପଟୁଙ୍ଗା ବାହାରି ଚାଲେ ଏବଂ ଶେଷରେ କିଛି ମିଳିନଥାଏ, କିନ୍ତୁ ସଂପୂର୍ଣ୍ଣ ବୃକ୍ଷଟି ନିଃଶେଷ ହୋଇଯାଏ"
Similarly man has been divided into castes and the human in him has disappeared,ଠିକ୍ ସେହିପରି ମନୁଷ୍ୟକୁ ମଧ୍ୟ ଜାତି ଦ୍ୱାରା ବିଭାଜିତ କରି ଦିଆଯାଇଛି ଏବଂ ମାନବତା ନିଶ୍ଚିହ୍ନ ହୋଇଯାଇଛି
"Sant Ravidas proposed that if God was present in every human being, then it was not fair to categorize him on the basis of caste, creed and other sociological demarcations","ସେ କହୁଥିଲେ ଯଦି ପ୍ରତ୍ୟେକ ମଣିଷ ଭିତରେ ପ୍ରକୃତରେ ଭଗବାନ ରହିଛନ୍ତି, ତେବେ ସେମାନଙ୍କୁ ଜାତି, ମତବାଦ ଏବଂ ଅନ୍ୟ ସାମାଜିକ ଆଧାରରେ ବିଭାଜିତ କରିବା ଅନୁଚିତ"
Guru Ravidas ji was born in the holy city of Varanasi,ଗୁରୁ ରବିଦାସ ବାରାଣସୀର ପବିତ୍ର ଭୂମିରେ ଜନ୍ମଗ୍ରହଣ କରିଥିଲେ
Sant Ravidas ji tried to explain the importance of labour and the worker throughout his life via his messages,ସନ୍ଥ ରବିଦାସ ନିଜର ବାର୍ତ୍ତା ମାଧ୍ୟମରେ ନିଜର ସଂପୂର୍ଣ୍ଣ ଜୀବନକାଳରେ ଶ୍ରମ ଏବଂ ଶ୍ରମିକର ଗୁରୁତ୍ୱକୁ ପ୍ରତିପାଦିତ କରିବାର ପ୍ରଚେଷ୍ଟା କରିଛନ୍ତି
It would not be wrong to say that he has illustrated to the entire world the real meaning of dignity of labour,ଏ କଥା କହିଲେ ଅତ୍ୟୁକ୍ତି ହେବନି ଯେ ସେ ବିଶ୍ୱବାସୀଙ୍କୁ ଶ୍ରମର ମର୍ଯ୍ୟାଦାର ପ୍ରକୃତ ଅର୍ଥ ବୁଝାଇଛନ୍ତି
He would say,ସେ କହିଥିଲେ
"""मन चंगा तो कठौती में गंगा""","""ମନ୍ ଚଙ୍ଗା ତୋ କଠୌତି ମେଁ ଗଙ୍ଗା''"
"That is, if your heart is pure, then the Absolute master resides within your heart","ଅର୍ଥାତ୍ ଆପଣଙ୍କ ମନ ଏବଂ ହୃଦୟ ଯଦି ପବିତ୍ର, ତା'ହେଲେ ସ୍ୱୟଂ ଈଶ୍ୱର ମଧ୍ୟ ଆପଣଙ୍କ ହୃଦୟରେ ବାସ କରୁଛନ୍ତି"
"Sant Ravidas ji has influenced people cutting across every segment and class of the social milieu whether it was the Maharana of Chittor or his Queen or Meerabai, everyone was his follower were followers","ଚିତୋରର ମହାରାଜା ଓ ରାଣୀ ହୋଇଥାନ୍ତୁ କିମ୍ବା ମୀରାବାଈ ହୁଅନ୍ତୁ, ସମସ୍ତେ ତାଙ୍କର ଅନୁଗାମୀ ଥିଲେ"
I once again bow in reverence to Sant Ravidas ji,ମୁଁ ପୁଣିଥରେ ସନ୍ଥ ରବିଦାସଙ୍କୁ ପ୍ରଣାମ କରୁଛି
"My dear countrymen, Kiran Sidar has written on MyGov that I should highlight the aspects of India's space program and its future",ମୋର ପ୍ରିୟ ଦେଶବାସୀଗଣ ! କିରଣ ସିଦରଜୀ ମାଇ ଗୋଭ୍‌ ରେ ଲେଖିଛନ୍ତି ଯେ ମୁଁ ଭାରତର ମହାକାଶ କାର୍ଯ୍ୟକ୍ରମ ଏବଂ ସେ ସଂପର୍କୀୟ ଅନ୍ୟ ବିଷୟଗୁଡ଼ିକ ଉପରେ ଆଲୋକପାତ କରିବା ଉଚିତ
"He also wants me to request the students to take interest in the space programs and to think out of the box and inspire them to go beyond the frontiers of the sky Kiran ji, I appreciate your thoughts and especially the message being imparted to our children",ସେ ଆହୁରି ମଧ୍ୟ କହିଛନ୍ତି ଯେ ମୁଁ ପିଲାମାନଙ୍କୁ ମହାକାଶ କାର୍ଯ୍ୟକ୍ରମରେ ଆଗ୍ରହ ପ୍ରକାଶ କରିବା ତଥା ଆକାଶ ଠାରୁ ଆହୁରି ଆଗକୁ ଭାବିବା ଦିଗରେ ପ୍ରେରିତ କରିବା ଉଚିତ
"A few days ago, I was in Ahmedabad, where I got the privilege of unveiling the statue of Dr",କିଛିଦିନ ଆଗରୁ ମୁଁ ଅହମଦାବାଦ ଯାଇଥିଲି ଯେଉଁଠି ମତେ ଡଃ ବିକ୍ରମ ସରାଭାଇଙ୍କର ପ୍ରତିକୃତି ଉନ୍ମୋଚନ କରିବାର ଗବେଷଣା କାର୍ଯ୍ୟକ୍ରମରେ ଉଲ୍ଲେଖନୀୟ ଅବଦାନ ଥିଲା
Vikram Sarabhai,''
Dr,''
Vikram Sarabhai has had an important role in India's space program,ଆମ ମହାକାଶ କାର୍ଯ୍ୟକ୍ରମରେ ଅନେକ ଯୁବ ବୈଜ୍ଞାନିକଙ୍କର ଭୂମିକା ରହିଛି
Our space program has been possible due to innumerable young scientists of the country,ଆମ ମହାକାଶ କାର୍ଯ୍ୟକ୍ରମରେ ଅନେକ ଯୁବ ବୈଜ୍ଞାନିକଙ୍କର ଭୂମିକା ରହିଛି
We take pride in the fact that the satellites developed by our students and Sounding Rockets have reached space,ଆମ ପାଇଁ ଗର୍ବର କଥା ଯେ ଆମର ଛାତ୍ରମାନଙ୍କ ଦ୍ୱାରା ବିକଶିତ ଉପଗ୍ରହ ତଥା ସାଉଣ୍ଡିଂ ରକେଟ୍ସ ମହାକାଶରେ ପହଁଚିଲାଣି
On 24th January 'KALAM SAT' fashioned by our students had been launched,"ଏହି ଜାନୁୟାରୀ ଚବିଶ ତାରିଖ ଦିନ ଆମ ଛାତ୍ରଛାତ୍ରୀଙ୍କ ଦ୍ୱାରା ନିର୍ମିତ ""କଲାମ ସେଟ'' ପ୍ରକ୍ଷେପଣ କରାଗଲା"
The Sounding Rockets made by Odisha university students have also created many records,ଓଡ଼ିଶାରେ ବିଶ୍ୱବିଦ୍ୟାଳୟ ଛାତ୍ରମାନେ ତିଆରି କରିଥିବା ସାଉଣ୍ଡିଂ ରକେଟ୍ସ ମଧ୍ୟ ଅନେକ ନୂତନ ଅଧ୍ୟାୟ ସୃଷ୍ଟି କରିବାରେ ସକ୍ଷମ ହୋଇଛି
The number of successful space missions attempted since the country's independence till 2014 have been equal to those successfully completed in the past four years,"ଦେଶ ସ୍ୱାଧୀନ ହେବା ଦିନଠାରୁ 2014 ପର୍ଯ୍ୟନ୍ତ ଯେତିକି ମହାକାଶ ଅଭିଯାନ ହୋଇଥିଲା, ଗତ 4 ବର୍ଷ ମଧ୍ୟରେ ପ୍ରାୟ ସେତିକି ସଂଖ୍ୟକ ମହାକାଶ ଅଭିଯାନ ଆରମ୍ଭ କରାଯାଇଛି"
We have also created a world record for launching 104 satellites simultaneously from the same spacecraft,ଗୋଟିଏ ମହାକାଶ ଯାନ ସାହାଯ୍ୟରେ 114ଟି ଉପଗ୍ରହ ପ୍ରେରଣ କରିବାର ବିଶ୍ୱ ରେକର୍ଡ଼ ଆମେ ହିଁ ସ୍ଥାପନ କରିଛୁ
We will soon register India's presence on the moon through the Chandrayaan2 campaign,ଚନ୍ଦ୍ରଯାନ2 ମାଧ୍ୟମରେ ଖୁବ୍ ଶୀଘ୍ର ଆମେ ଚନ୍ଦ୍ରରେ ଭାରତର ଉପସ୍ଥିତି ଜାହିର କରିବାକୁ ସକ୍ଷମ ହେବୁ
Our country is also using Space Technology in devices employed in saving assets and life,ଆମ ଦେଶ ଧନଜୀବନର ସୁରକ୍ଷା ଦିଗରେ ମଧ୍ୟ ମହାକାଶ ବିଜ୍ଞାନର ଉପଯୋଗ ଭଲଭାବେ କରୁଛି
"Whether it is cyclone, or rail and road safety, all of these safety measures are being augmented by Space Technology",ବାତ୍ୟା ହେଉ ବା ରେଳ ଓ ସଡ଼କ ସୁରକ୍ଷା ହେଉ ଏ ସମସ୍ତ କ୍ଷେତ୍ରରେ ମହାକାଶ ଟେକ୍ନୋଲଜି ଯଥେଷ୍ଟ ସହାୟକ ହୋଇପାରୁଛି
"Among our fishermen, NAVIC devices are being distributed, which contribute in their economic development as well as ensure their safety",ଆମ ମତ୍ସ୍ୟଜୀବୀ ଭାଇମାନଙ୍କୁ ମଧ୍ୟ ନାଭିକ ନାଭିକ୍‌ ଉପକରଣ ବଂଟନ କରାଯାଇଛି ଯାହା ସେମାନଙ୍କ ସୁରକ୍ଷା ସଙ୍ଗେ ସଙ୍ଗେ ଆର୍ଥିକ ବିକାଶ କ୍ଷେତ୍ରରେ ମଧ୍ୟ ସହାୟକ ହୋଇପାରୁଛି
We are using Space Technology to improve delivery and accountability of government services,ସରକାରୀ ସେବାଗୁଡ଼ିକର ବିତରଣ ଏବଂ ଦାୟିତ୍ୱବୋଧକୁ ଆହୁରି ଉତ୍କୃଷ୍ଟ କରିବା ପାଇଁ ଆମେ ମହାକାଶ ଟେକ୍ନୋଲଜିର ବ୍ୟବହାର କରୁଛୁ
"""Housing for all"" or the ""House for everyone"" scheme involves geotagging of about 40 lakh homes spread over 23 states","""ସମସ୍ତଙ୍କ ପାଇଁ ଘର'' ଏହି ଯୋଜନାରେ 23ଟି ରାଜ୍ୟର 40 ଲକ୍ଷ ଘରକୁ ଜିଓ ଟ୍ୟାଗ୍ କରାଯାଇଛି"
"Along with this scheme, about thirty and a half million properties under MNREGA have also been tagged",ତା ସଙ୍ଗେ ସଙ୍ଗେ ମନରେଗା ମାଧ୍ୟମରେ ପ୍ରାୟ ସାଢ଼େ ତିନିକୋଟି ସମ୍ପତ୍ତିକୁ ମଧ୍ୟ ଜିଓ ଟ୍ୟାଗ୍ କରାଯାଇଛି
Today our satellites are a symbol of the country's growing might,ଆମର ଉପଗ୍ରହ ଗୁଡ଼ିକ ଆଜି ଦେଶର କ୍ରମବର୍ଦ୍ଧିଷ୍ଣୁ ଶକ୍ତିର ପରିଚାୟକ
It has contributed a great deal in fostering better relations with many countries of the world,ଦୁନିଆର ଅନେକ ଦେଶ ସହିତ ଭଲ ସଂପର୍କ ସ୍ଥାପନରେ ଏହାର ବହୁତ ବଡ଼ ଅବଦାନ ରହିଛି
"South Asia Satellites has been a unique initiative, which has also gifted hues of development to our neighbouring Allies",ଦକ୍ଷିଣ ଏସିଆ ଉପଗ୍ରହ ତ ଆମର ଗୋଟିଏ ଅଭିନବ ପ୍ରୟାସ ଯାହାକି ଆମ ପଡ଼ୋଶୀ ମିତ୍ର ରାଷ୍ଟ୍ରମାନଙ୍କୁ ମଧ୍ୟ ବିକାଶର ଉପହାର ଦେଇପାରିଛି
"Through its highly competitive launch services, India today not only propels satellites of developing countries but also those of developed nations",ନିଜର ଉତ୍ତମ ପ୍ରତିଯୋଗିତାମୂଳକ ଉତକ୍ଷେପଣ ଯାନ ମାଧ୍ୟମରେ ଆଜି ଭାରତ ଖାଲି ବିକାଶଶୀଳ ଦେଶ ନୁହେଁ ବରଂ ବିକଶିତ ଦେଶମାନଙ୍କର ଉପଗ୍ରହଗୁଡ଼ିକୁ ମଧ୍ୟ ପ୍ରେରଣ କରୁଛି
The sky and stars have always enthralled children,ଆକାଶ ଆଉ ତାରକାଗଣ ସବୁବେଳେ ପିଲାମାନଙ୍କ ପାଇଁ ଆକର୍ଷଣର କେନ୍ଦ୍ର ହୋଇଥାନ୍ତି
"Our Space Program provides an impetus to the children to think big and reach across those boundaries, which were considered impossible till today",ଆମର ମହାକାଶ କାର୍ଯ୍ୟକ୍ରମ ଆଜି ପିଲାମାନଙ୍କୁ କିଛି ବଡ଼କଥା ଭାବିବା ଏବଂ ସେ ଦିଗରେ ଅଗ୍ରସର ହେବାର ସୁଯୋଗ ପ୍ରଦାନ କରୁଛି ଯାହା ଆଜିଯାଏ ଅସମ୍ଭବ ମନେ ହେଉଥିଲା
"It is a vision to inspire the children to discover new stars, while gazing at them",ଏହା ଆମର ପିଲାଙ୍କୁ ତାରାମାନଙ୍କୁ ନିରୀକ୍ଷଣ କରିବା ସଙ୍ଗେ ସଙ୍ଗେ ନୂତନ ତାରକାମାନଙ୍କୁ ଖୋଜିବା ଦିଗରେ ଦୂରଦୃଷ୍ଟି ପ୍ରଦାନ କରିଥାଏ
"My dear countrymen, I always say, those who play, also bloom and this time, many young players making their debut have bloomed in 'KheloIndia'","ଏଥରର ""ଖେଲୋ ଇଣ୍ଡିଆ''ରେ ଅନେକ ଯୁବ ଖେଳାଳି ସାମ୍ନାକୁ ଆସିଛନ୍ତି"
"In January about 6,000 players participated in 18 disciplines in the Khelo India Youth Games held in Pune",ଜାନୁୟାରୀ ମାସରେ ପୁଣେରେ ଆୟୋଜିତ ଖେଲୋ ଇଣ୍ଡିଆ ୟୁଥ୍ ଗେମ୍ସରେ ପ୍ରାୟ 18ଟି ଖେଳରେ 6000 ଖେଳାଳି ଭାଗନେଲେ
Only when the local ecosystem of our sports will be strong i,ଯେତେବେଳେ ଆମ ଖେଳକୁଦର ଆଂଚଳିକ ବ୍ୟବସ୍ଥା ମଜବୁତ୍ ହେବ ଅର୍ଥାତ୍ ଯେତେବେଳେ ଆମର ମୂଳଦୁଆ ମଜବୁତ୍ ହେବ ସେତେବେଳେ ଯାଇ ଆମର ଯୁବବର୍ଗ ବିଶ୍ୱରେ ନିଜର ସର୍ବୋତ୍ତମ ପ୍ରଦର୍ଶନ କରିପାରିବେ
e,''
"only when our base will be strong, then only our youth will be able to perform their best in the country and across the world",ଯେତେବେଳେ ଆମ ଖେଳକୁଦର ଆଂଚଳିକ ବ୍ୟବସ୍ଥା ମଜବୁତ୍ ହେବ ଅର୍ଥାତ୍ ଯେତେବେଳେ ଆମର ମୂଳଦୁଆ ମଜବୁତ୍ ହେବ ସେତେବେଳେ ଯାଇ ଆମର ଯୁବବର୍ଗ ବିଶ୍ୱରେ ନିଜର ସର୍ବୋତ୍ତମ ପ୍ରଦର୍ଶନ କରିପାରିବେ
"When the player performs his best at the local level,only then, he also shines globally",ଯେତେବେଳେ ଆଂଚଳିକ ସ୍ତରରେ ଖେଳାଳୀ ସର୍ବୋତମ ପ୍ରଦର୍ଶନ କରିପାରିବ ସେତେବେଳେ ହିଁ ସେ ବିଶ୍ୱ ସ୍ତରରେ ସର୍ବୋତ୍ତମ ପ୍ରଦର୍ଶନ କରିବ
"This time in 'Khelo India', participants from every state have performed well at their individual level","ଏଥର ""ଖେଲୋ ଇଣ୍ଡିଆ''ରେ ପ୍ରତ୍ୟେକ ରାଜ୍ୟର ଖେଳାଳିମାନେ ନିଜ ନିଜ ସ୍ତରରେ ଭଲ ପ୍ରଦର୍ଶନ କରିଛନ୍ତି"
The life of many a medal winner is also immensely inspiring,ପଦକ ଜିତିଥିବା ଅନେକ ଖେଳାଳିମାନଙ୍କର ଜୀବନ ଖୁବ୍ ପ୍ରେରଣା ଦାୟକ
"I was reading that young Akash Gorkha who won a silver medal in boxing had his father, Ramesh Ji working as a watchman in a complex in Pune",ମୁଁ ପଢୁଥିଲି ଆକାଶଙ୍କ ପିତା ରମେଶଜୀ ପୁଣେର ଗୋଟିଏ ଉଦ୍ୟୋଗରେ ପହରାଦାରWatchman ଭାବରେ କାମ କରନ୍ତି
They live in a parking shed with their family,ସେ ନିଜର ପରିବାର ସହିତ ଗୋଟିଏ ପାର୍କିଂ ଜାଗାରେ ରହନ୍ତି
"The captain of Maharashtra Under21 Women's Kabaddi team, Sonali Helvi is from Satara",ସେହିଭଳି ମହାରାଷ୍ଟ୍ରର 21 ବର୍ଷରୁ କମ୍ ମହିଳା କବାଡ଼ି ଟିମ୍ କ୍ୟାପ୍ଟେନ ସୋନାଲି ହେଲ୍ବୀ ସତାରା ନିବାସୀ
"She lost her father at a very young age, and her brother and mother encouraged the talent and skills of Sonali",ସେ ବହୁତ କମ୍ ବୟସରେ ନିଜର ପିତାଙ୍କୁ ହରାଇଥିଲେ
It is often seen that girls are not encouraged much to participate in sports such as Kabaddi,ପ୍ରାୟ ଦେଖାଯାଏ କବାଡ଼ି ଭଳି ଖେଳମାନଙ୍କରେ ଝିଅମାନଙ୍କୁ ସେତେଟା ଉତ୍ସାହିତ କରାଯାଇନଥାଏ
"In spite of the hurdles, Sonali not only chose Kabaddi but excelled in this discipline",ତା ସତ୍ତ୍ୱେ ସୋନାଲି କବାଡ଼ି ଖେଳକୁ ଆପଣେଇଲେ ଏବଂ ଉତ୍କୃଷ୍ଟ ପ୍ରଦର୍ଶନ କରି ଦେଖାଇଲେ
10yearold Abhinav Shaw hailing from Asansol is the youngest gold medallist in the Khelo India Games,ଆସାନସୋଲର 10 ବର୍ଷୀୟ ଅଭିନବ ସା' ଖେଲୋ ଇଣ୍ଡିଆ ୟୁଥ୍ ଗେମ୍ସର ସବୁଠାରୁ କମ୍ ବୟସର ପଦକ ବିଜେତା
"A farmer's daughter, Akshaya Basavani Kamat, from Karnataka won a gold medal in weightlifting",କର୍ଣ୍ଣାଟକର ଜଣେ କୃଷକଙ୍କ ଝିଅ ଅକ୍ଷତା ବାସୱାନୀ କମ୍ତି ଭାରୋତ୍ତୋଳନରେ ସ୍ୱର୍ଣ୍ଣ ପଦକ ଜିତିଲେ
"She credited her victory to her father, a farmer in Belgaum",ତାଙ୍କର ପିତା ବେଲଗାଓଁର ଜଣେ କୃଷକ
"When we talk about the creation of a New India, then determination exhibited by our youth is the veritable example of what is New India",ଆମେ ଯେତେବେଳେ ଇଣ୍ଡିଆର ନିର୍ମାଣ କଥା କହୁଛେ ଯୁବଶକ୍ତିର ସଂକଳ୍ପ ହିଁ ନିଉ ଇଣ୍ଡିଆ
"These inspiring stories from the annals of 'Khelo India,' are ample proof , that the building of New India does not only involve contribution from the denizens of big cities but also from the youth, children, young sports talents, hailing from small cities, towns and villages","ଖେଲୋ ଇଣ୍ଡିଆର ଏ କାହାଣୀ ପ୍ରମାଣ କରୁଛି ଯେ, ନିଉ ଇଣ୍ଡିଆର ନିର୍ମାଣରେ ଖାଲି ଯେ ସହରରେ ରହୁଥିବା ଲୋକମାନଙ୍କର ଯୋଗଦାନ ରହିଛି, ସେ କଥା ନୁହେଁ, ବରଂ ଛୋଟ ସହର, ଗାଁ, ପଡ଼ା ଆଦିରୁ ଆସୁଥିବା ପିଲା, ଯୁବକ ଏବଂ ଯୁବ କ୍ରୀଡ଼ା ପ୍ରତିଭାମାନଙ୍କର ବହୁତ ବଡ଼ ଯୋଗଦାନ ଅଛି"
"My dear countrymen, you must have heard about many a prestigious beauty contest",ମୋର ପ୍ରିୟ ଦେଶବାସୀଗଣ ! ଆପଣ ଅନେକ ପ୍ରତିଷ୍ଠିତ ସୌନ୍ଦର୍ଯ୍ୟ ପ୍ରତିଯୋଗିତା ବିଷୟରେ ଶୁଣିଥିବେ
But have you heard about the 'Shining Toilet' contest,"ଏହି ଅଭିନବ ପ୍ରତିଯୋଗିତାର ନାଁ ହେଲା ""ସ୍ୱଚ୍ଛ ସୁନ୍ଦର ଶୌଚାଳୟ''"
"Over the past month, more than 50 lakh toilets have participated in this unique contest",କିନ୍ତୁ ଆପଣ କେବେ ସୁନ୍ଦର ଶୌଚାଳୟ ପ୍ରତିଯୋଗିତା ବିଷୟରେ ଶୁଣିଛନ୍ତି କି ? ଗତ ପ୍ରାୟ ଏକ ମାସ ଧରି ଚାଲି ଆସିଥିବା ଏହି ପ୍ରତିଯୋଗୀତାରେ ଅତି କମରେ 50 ଲକ୍ଷରୁ ଅଧିକ ଶୌଚାଳୟ ଭାଗ ନେଇ ସାରିଲେଣି
"The name of this unique contest is ""Clean beautiful Toilet""","ଏହି ଅଭିନବ ପ୍ରତିଯୋଗିତାର ନାଁ ହେଲା ""ସ୍ୱଚ୍ଛ ସୁନ୍ଦର ଶୌଚାଳୟ''"
"People are making their toilets clean and colourful, by having them painted and other rennovations, you will find lots of photos of such toilets participating in the ""Clean beautiful Toilet"" contest spread from Kanya Kumari to Kutchh till Kamrup on social media",ଆପଣମାନେ କାଶ୍ମୀର ଠାରୁ କନ୍ୟାକୁମାରୀ ତଥା କଚ୍ଛ ଠାରୁ କାମରୂପ ପର୍ଯ୍ୟନ୍ତ ସ୍ୱଚ୍ଛ ସୁନ୍ଦର ଶୌଚାଳୟର ଅନେକ ଗୁଡ଼ିଏ ଫଟୋ ସୋସିଆଲ୍ ମିଡ଼ିଆରେ ଦେଖିବାକୁ ମିଳିବ
I appeal to all the Sarpanchs and village heads to take a lead in this campaign in their respective Panchayats,"ମୁଁ ସମସ୍ତ ସରପଞ୍ଚ ଓ ଗାଁମୁଖିଆମାନଙ୍କୁ ଅନୁରୋଧ କରୁଛି, ସେମାନେ ନିଜ ନିଜର ପଂଚାୟତରେ ଏହି ଅଭିଯାନର ନେତୃତ୍ୱ ନିଅନ୍ତୁ"
"And do share your ""clean beautiful toilet"" photos with me on MylzzatGhar on social media",ନିଜର ସ୍ୱଚ୍ଛ ସୁନ୍ଦର ଶୌଚାଳୟର ଫଟୋକୁ ମାଇ ଇଜ୍ଜତ ଘର ଜରିଆରେ ସୋସିଆଲ୍ ମିଡ଼ିଆରେ ନିଶ୍ଚିତ ଭାବେ ଶେୟାର କରନ୍ତୁ
"Friends together, on October 2, 2014, we had embarked on a memorable journey together to clean our country and to get rid of open defecation",ସାଥୀଗଣ ! 2 ଅକ୍ଟୋବର 2 014ରେ ଦେଶକୁ ସ୍ୱଚ୍ଛ ରଖିବା ଏବଂ ଖୋଲାଶୌଚ ମୁକ୍ତ କରିବା ପାଇଁ ଆମେମାନେ ମିଳିମିଶି ଏକ ଚିର ସ୍ମରଣୀୟ ଯାତ୍ରା ଆରମ୍ଭ କରିଥିଲେ
"Due to the unequivocal support from the people of India, today India is moving towards liberation from defecation in the open much prior to October 2, 2019, so that we may pay our homage to Bapu on his 150th birth anniversary",ଭାରତର ଜନସାଧାରଣଙ୍କ ସହଯୋଗରେ 2 ଅକ୍ଟୋବର 2 019 ର ଯଥେଷ୍ଟ ପୂର୍ବରୁ ଆଜି ଆମେ ଖୋଲାଶୌଚ ମୁକ୍ତ ହେବା ଆଡ଼କୁ ଅଗ୍ରସର ହୋଇଛୁ ଯାହା ଫଳରେ ବାପୁଜୀଙ୍କୁ ତାଙ୍କର 150ତମ ଜୟନ୍ତୀରେ ତାଙ୍କୁ ଶ୍ରଦ୍ଧାଞ୍ଜଳି ଦିଆଯାଇ ପାରିବ
"In this memorable journey of clean India, listeners have also contributed a lot to the 'Mann Ki Baat' forum and that is why I'm happy to share the fact that more than five lakh fifty thousand villages and 600 districts have declared themselves free of open defecation and sanitation coverage has crossed 98% limit in rural India whereas latrines have been provided to nearly nine crore households",ସେଥିପାଇଁ ତ ଏହି କଥାଟିକୁ ଆପଣମାନଙ୍କୁ କହିଲାବେଳେ ମୋତେ ଅପାର ଆନନ୍ଦ ଅନୁଭୂତ ହେଉଛି ଯେ 5ଲକ୍ଷ ପଚାଶ ହଜାରରୁ ଅଧିକ ଗାଁ ତଥା ଛଅ ଶହ ଜିଲ୍ଲା ଖୋଲାଶୌଚ ମୁକ୍ତ ଘୋଷିତ ହୋଇସାରିଛନ୍ତି
"My younger friends, the days of examinations are approaching",ମୋର କୁନି କୁନି ସାଥୀମାନେ ! ପରୀକ୍ଷା ସମୟ ଆସୁଛି
"Anshul Sharma, resident of Himachal Pradesh has written on MyGov that I should talk about examinations and Exam Warriors",ହିମାଚଳ ପ୍ରଦେଶର ଅଂଶୁଳ ଶର୍ମା MyGovରେ ଲେଖିଛନ୍ତି ଯେ ପରୀକ୍ଷା ଓ ଏକ୍ସାମ୍‌ ୱାରିୟର ସଂପର୍କରେ ମୁଁ କଥା ହେବା ଉଚିତ
"Anshul ji, I thank you for raising this issue",ଅଂଶୁଳଜୀ ଏଇ କଥାଟିକୁ ଉଦ୍ରେକ କରିଥିବାରୁ ଆପଣଙ୍କୁ ଧନ୍ୟବାଦ
"Yes, for many families, the first part of the year is Exam Season","ହଁ, ଅନେକ ପରିବାର ପାଇଁ ବର୍ଷର ପ୍ରଥମ ଭାଗ ପରୀକ୍ଷାର ଋତୁ ହୋଇଥାଏ"
"Students, their parents and teachers, all are engaged in tasks related to examinations","ଛାତ୍ରଛାତ୍ରୀ, ତାଙ୍କର ମାତାପିତାଙ୍କ ଠାରୁ ଆରମ୍ଭ କରି ଶିକ୍ଷକଙ୍କ ପର୍ଯ୍ୟନ୍ତ ସମସ୍ତେ ପରୀକ୍ଷା ସମ୍ପର୍କୀୟ କାର୍ଯ୍ୟରେ ବ୍ୟସ୍ତ ରହନ୍ତି"
"I wish all the students, their parents and teachers all the best","ମୁଁ ସମସ୍ତ ଛାତ୍ରଛାତ୍ରୀ, ତାଙ୍କର ମାତାପିତା ତଥା ଶିକ୍ଷକମାନଙ୍କୁ ଶୁଭକାମନା ଜଣାଉଛି"
"I would have liked to discuss this topic at length in 'Mann Ki Baat' of today, but you will be happy to know that just after a gap of two days, on January 29, at 11 am, in the 'Pariksha Pe Charcha' program, I am going to interact with students from all over the country, and this time, along with the students, their parents and teachers are also going to be part of this program","କିନ୍ତୁ ଆପଣ ଜାଣି ଖୁସି ହେବେ ଯେ, ଦୁଇ ଦିନ ପରେ ଜାନୁୟାରୀ 29 ତାରିଖ ଦିନ 11ଟା ସମୟରେ ମୁଁ ସାରା ଦେଶର ଛାତ୍ରଛାତ୍ରୀମାନଙ୍କ ସହିତ ""ପରୀକ୍ଷା ପେ ଚର୍ଚ୍ଚା'' କାର୍ଯ୍ୟକ୍ରମରେ ଆଲୋଚନା କରିବି"
"And this time, students from other countries will also participate",ଏଥର ଅନ୍ୟ କେତେକ ଦେଶର ଛାତ୍ରଛାତ୍ରୀ ମଧ୍ୟ କାର୍ଯ୍ୟକ୍ରମରେ ଅଂଶଗ୍ରହଣ କରିବେ
"In this 'Pariksha Pe Charcha' program, I will touch upon a lot of things related to all the facets of examinations with my young friends, especially on the topic of stress free exams","ଏହି ""ପରୀକ୍ଷା ପେ ଚର୍ଚ୍ଚା'' କାର୍ଯ୍ୟକ୍ରମରେ ପରୀକ୍ଷା ସମ୍ପର୍କିତ ସମସ୍ତ ଦିଗ ବିଶେଷ କରି ଚାପମୁକ୍ତ ପରୀକ୍ଷା ସଂପର୍କରେ ମୋର ଯୁବବନ୍ଧୁମାନଙ୍କ ସହ ସବିସ୍ତାର ଆଲୋଚନା କରିବି"
I had urged people to send me their inputs and ideas with regard to this programme; and I am very happy that a large number of people are sharing their thoughts on MyGov,ଏଥିପାଇଁ ନିଜ ନିଜର ଅଭିମତ ଓ ପ୍ରସ୍ତାବ ପଠାଇବା ପାଇଁ ମୁଁ ଜନସାଧାରଣଙ୍କୁ ଅନୁରୋଧ କରିଥିଲି ଏବଂ ଖୁସିର କଥା ଯେ ମାଇଗଭ୍‌ ମାଧ୍ୟମରେ ଅନେକ ଲୋକ ସେମାନଙ୍କ ମତାମତ ଜଣାଇଛନ୍ତି
