text,te_text
"Once again, I thank all of you from the core of my heart",మరోసారి మీ అందరికీ హృదయపూర్వక ధన్యవాదాలు తెలుపుతున్నాను
Hello my dear countrymen Namaskar,నా ప్రియమైన దేశవాసులారా! నమస్కారం
I have received many letters from all of you for 'Mann Ki Baat'; I have also received many messages on social media and NaMoApp,'మన్ కీ బాత్' కోసం మీ అందరి నుండి నాకు చాలా లేఖలు వచ్చాయి
I am very thankful to you for that,చాలా చాలా ధన్యవాదాలు
"In this program, it is our endeavour to discuss each other's inspiring efforts; to tell the story of change through mass movement to the entire country","ఈ కార్యక్రమంలోపరస్పర స్ఫూర్తిదాయక ప్రయత్నాలను చర్చించడం, ప్రజా చైతన్యం ద్వారా వచ్చిన మార్పు గాథలను దేశం మొత్తానికి తెలియజేయడం మా ప్రయత్నం"
"In this episode, I want to discuss with you today one such mass movement of the country, that holds great importance in the life of every citizen of the country",దేశంలోని ప్రతి పౌరుడి జీవితంలో గొప్ప ప్రాముఖ్యత ఉన్న ప్రజా చైతన్య ఉద్యమం గురించి నేను ఈ రోజు మీతో చర్చించాలనుకుంటున్నాను
"But, before that I want to ask a question to the youth of today's generation, to the youth in the age group of 2425 years, and the question is very serious... do ponder my question over","కానీ, అంతకు ముందు నేను నేటి తరం యువతను 2425 సంవత్సరాల యువతను ఒక ప్రశ్న అడగాలనుకుంటున్నాను"
"Did you know that when your parents were your age, once even their right to life was snatched away from them",మీ వయస్సులో ఉన్నప్పుడు మీ తల్లిదండ్రులకు జీవించే హక్కు కూడా ఒకప్పుడు లేదని మీకు తెలుసా! ఇది ఎలా సాధ్యమని మీరు ఆలోచిస్తూ ఉండాలి
You must be thinking how could have this happened,ఇది అసాధ్యం
This is just impossible,ఇది అసాధ్యం
"But my young friends, this had happened once in our country",కానీ నా యువ మిత్రులారా! ఇది మన దేశంలో ఒకసారి జరిగింది
This took place years ago in 1975,ఎన్నో ఏళ్ల కిందట 1975 నాటి సంగతి ఇది
It was the month of June when emergency was imposed,జూన్‌లో ఇదే సమయంలో అత్యవసర పరిస్థితి ఎమర్జెన్సీ విధించారు
"In that, all the rights were taken away from the citizens of the country",అప్పుడు దేశ ప్రజలు అన్ని హక్కులూ కోల్పోయారు
One amongst those rights was the 'Right to Life and Personal Liberty' provided to all Indians under Article 21 of the Constitution,"రాజ్యాంగంలోని 21వ అధికరణం ప్రకారం భారతీయులందరికీ లభించిన జీవించే హక్కు, వ్యక్తిగత స్వేచ్ఛ కూడా ఆ హక్కులలో ఉన్నాయి"
At that time an attempt was made to crush the democracy of India,ఆ సమయంలో భారత ప్రజాస్వామ్యాన్ని అణచివేసే ప్రయత్నాలు జరిగాయి
"The country's courts, every constitutional institution, the press, were put under control","దేశంలోని న్యాయస్థానాలు, ప్రతి రాజ్యాంగ సంస్థ, పత్రికా రంగాలు అన్నీ నియంత్రణకు గురయ్యాయి"
The condition of censorship was such that nothing could be printed without approval,ఆమోదం లేకుండా ఏదీ ముద్రించకూడదని సెన్సార్‌షిప్ షరతు
"I remember when famous singer Kishore Kumar refused to applaud the government, he was banned",నాకు గుర్తుంది అప్పటి ప్రముఖ గాయకుడు కిషోర్ కుమార్ ప్రభుత్వాన్ని ప్రశంసించేందుకు నిరాకరించడంతో ఆయనపై నిషేధం విధించారు
His entry on the radio was done away with,రేడియోలోకి ఆయన ప్రవేశ అవకాశాన్ని తొలగించారు
"But even after many attempts, thousands of arrests, and atrocities on lakhs of people, the faith of the people of India in democracy did not shake... not at all","అయితే ఎన్నో ప్రయత్నాలు, వేల సంఖ్యలో అరెస్టులు, లక్షలాది మందిపై దౌర్జన్యాలు జరిగినా ప్రజాస్వామ్యంపై భారత ప్రజల విశ్వాసం ఏమాత్రం సడలలేదు"
"For us, the people of India, the sanskars of democracy which we have been carrying on for centuries; the democratic spirit which is in our veins, finally won","భారతదేశ ప్రజల్లో శతాబ్దాలుగా కొనసాగుతున్న ప్రజాస్వామ్య విలువలు, మన హృదయాల్లో ఉన్న ప్రజాస్వామ్య స్ఫూర్తిచివరకు విజయం సాధించాయి"
The people of India got rid of the emergency and reestablished democracy in a democratic way,భారతదేశ ప్రజలు ఎమర్జెన్సీని తొలగించి ప్రజాస్వామ్య పద్ధతిలో ప్రజాస్వామ్యాన్ని స్థాపించారు
"It is difficult to find such an example of defeating a dictatorial mindset, a dictatorial tendency in a democratic way, in the whole world","నియంతృత్వ మనస్తత్వాన్ని, నియంతృత్వ ధోరణిని ప్రజాస్వామ్య పద్ధతిలో ఓడించడం విషయంలో ప్రపంచం మొత్తంలో ఇలాంటి ఉదాహరణ దొరకడం కష్టం"
"During the Emergency, I had the good fortune to have been a witness; to be a partner in the struggle of the countrymen as a soldier of democracy","ఎమర్జెన్సీ సమయంలోదేశప్రజల పోరాటానికి సాక్షిగా, భాగస్వామిగా ఉండే అదృష్టం ప్రజాస్వామ్య సైనికుడిగా నాకు లభించింది"
"Today, when the country is celebrating 75 years of its independence, celebrating Amrit Mahotsav, we should never forget that dreadful period of emergency",నేడుదేశం స్వాతంత్ర్యం పొంది 75 ఏళ్లు పూర్తి చేసుకున్న సందర్భంగాఅమృత మహోత్సవాన్ని జరుపుకుంటున్న సందర్భంలో ఆ భయంకరమైన ఎమర్జెన్సీ కాలాన్ని మనం ఎన్నటికీ మరచిపోకూడదు
The generations to come should also not forget,రాబోయే తరాలు కూడా మరిచిపోకూడదు
"The Amrit Mahotsav not only encompasses the victory saga of freedom from hundreds of years of slavery, but also the journey of 75 years after independence","అమృత మహోత్సవం వందల సంవత్సరాల బానిసత్వం నుండి విముక్తి విజయ గాథను మాత్రమే కాకుండా, స్వాతంత్ర్యం తర్వాత 75 సంవత్సరాల ప్రయాణాన్ని కూడా ఇముడ్చుకుంటుంది"
"We move forward, learning from every important stage of history",చరిత్రలోని ప్రతి ముఖ్యమైన దశ నుంచి నేర్చుకుంటూ ముందుకు సాగుతున్నాం
"My dear countrymen, there is hardly any of us who, in one's life, has not had fantasies pertaining to the sky",నా ప్రియమైన దేశప్రజలారా! జీవితంలో ఆకాశానికి సంబంధించిన ఊహలు లేని వారు మనలో ఎవ్వరూ ఉండరు
"During one's childhood, stories of the moon and stars in the sky attract everyone","చిన్నతనంలో ఆకాశంలోని చంద్రుడు, నక్షత్రాల కథలు అందరినీ ఆకర్షిస్తాయి"
"For the youth, touching the sky is synonymous with making dreams come true",యువతకుఆకాశాన్ని తాకడం కలలను నిజం చేయడానికి పర్యాయపదంగా ఉంటుంది
"Today, when our India is touching the sky of success in so many fields, how can the skies, or space, remain untouched by it",నేడుమన భారతదేశం అనేక రంగాలలో విజయాల ఆకాశాన్ని తాకుతున్నప్పుడుఆకాశం లేదా అంతరిక్షం దాని నుండి దూరంగా ఎలా ఉండగలదు! గత కొన్నేళ్లుగా మన దేశంలో అంతరిక్ష రంగానికి సంబంధించి ఎన్నో పెద్ద పనులు జరిగాయి
"In the past few years, many big feats related to the space sector have been accomplished in our country",కొన్నేళ్ల క్రితం వరకు మన దేశంలో అంతరిక్ష రంగంలో స్టార్టప్‌ల గురించి ఎవరూ ఆలోచించలేదు
One of these achievements of the country has been the creation of an agency named InSpace... an agency that is promoting new opportunities in the space sector for the private sector of India,దేశం సాధించిన ఈ విజయాలలో ఒకటి ఇన్స్పేస్ అనే ఏజెన్సీ ఏర్పాటు
This beginning has especially attracted the youth of our country,ఈ ప్రారంభం మన దేశ యువతను విశేషంగా ఆకర్షించింది
I have received messages related to this from many young people,నాకు చాలా మంది యువకుల నుంచి దీనికి సంబంధించిన సందేశాలు కూడా వచ్చాయి
"A few days ago when I had gone to dedicate to the people the headquarters of InSpace, I saw the ideas and enthusiasm of many young startups","కొన్ని రోజుల క్రితం నేను ఇన్స్పేస్ ప్రధాన కార్యాలయాన్ని ప్రారంభించేందుకు వెళ్ళినప్పుడుచాలా మంది యువ స్టార్టప్‌ వ్యవస్థాపకుల ఆలోచనలను, ఉత్సాహాన్ని చూశాను"
I also talked to them for a long time,నేను వారితో చాలా సేపు మాట్లాడాను
You too will not be able to help being surprised when you learn about them,మీరువారి గురించి తెలుసుకున్నప్పుడు ఆశ్చర్యపోకుండా ఉండలేరు
"For example, take just the number and speed of space startups","ఉదాహరణకు, స్పేస్ స్టార్ట్అప్‌ల సంఖ్యను, వేగాన్ని మాత్రమే తీసుకోండి"
"Till a few years ago, in our country, in the space sector, no one even thought about startups",కొన్నేళ్ల క్రితం వరకు మన దేశంలో అంతరిక్ష రంగంలో స్టార్టప్‌ల గురించి ఎవరూ ఆలోచించలేదు
Today their number is more than a hundred,నేడు వాటి సంఖ్య వందకు పైగా ఉంది
"All these startups are working on ideas, which were either not thought about earlier, or were considered impossible for the private sector","ఈ స్టార్టప్‌లన్నీ ఇంతకుముందు ఆలోచించని, ప్రైవేట్ రంగానికి అసాధ్యమని భావించిన ఆలోచనలపై పనిచేస్తున్నాయి"
"For example, Chennai and Hyderabad have two startups Agnikul and Skyroot","ఉదాహరణకుచెన్నై, హైదరాబాద్‌లలోఅగ్నికుల్ , స్కైరూట్ అనే రెండు స్టార్టప్‌లు ఉన్నాయి"
These startups are developing launch vehicles that will take small payloads into space,ఈ స్టార్టప్‌లు తక్కువ భారాన్ని అంతరిక్షంలోకి తీసుకెళ్లే ప్రయోగ వాహనాలను అభివృద్ధి చేస్తున్నాయి
"Through this, the cost of Space Launching is estimated to come down significantly",దీని కారణంగా స్పేస్ లాంచింగ్ ఖర్చు చాలా తక్కువఅవుతుందని అంచనా వేస్తున్నారు
"Similarly, Dhruva Space, another StartUp of Hyderabad, is working on High Technology Solar Panels for Satellite Deployer and Satellites",అదేవిధంగా హైదరాబాద్‌కు చెందిన ధృవ స్పేస్ అనే మరో స్టార్టప్ కృత్రిమ ఉపగ్రహాల వినియోగం విషయంలో అత్యధిక సాంకేతికత ఉన్న సౌర ఫలకలతో పని చేస్తోంది
"I also met Tanveer Ahmed of Digantara, another space startup who is trying to map waste in space",అంతరిక్ష వ్యర్థాలను కనిపెట్టేందుకు ప్రయత్నిస్తున్న మరో స్పేస్‌ స్టార్టప్‌ దిగంతరాకు చెందిన తన్వీర్‌ అహ్మద్‌ని కూడా కలిశాను
"I have also given him a challenge that they should evolve work technology, which can solve the problem of waste in space",అంతరిక్ష వ్యర్థాలను నిర్మూలించే సాంకేతికతపై పని చేయాలనినేను వారికి ఒక సవాలు కూడా ఇచ్చాను
Both Digantara and Dhruva Space are going to make their first launch from ISRO's launch vehicle on the 30th of June,"దిగంతరా, ధృవ స్పేస్ రెండూ జూన్ 30వ తేదీన ఇస్రో వాహక నౌక నుండి తమ మొదటి ప్రయోగాన్ని చేస్తున్నాయి"
"Similarly, Neha, the founder of Astrome, a space startup based in Bangalore, is also working on an amazing idea",అదేవిధంగా బెంగుళూరుకు చెందిన స్పేస్ స్టార్టప్ ల సంస్థ ఆస్ట్రోమ్ వ్యవస్థాపకురాలు నేహా కూడా ఒక అద్భుతమైన ఆలోచనతో పని చేస్తున్నారు
"This startup is making such flat antennas which will not only be small, but their cost will also be very low","చిన్నవిగా ఉండి, తక్కువ ఖర్చు ఉండే ఫ్లాట్ యాంటినా లను ఈ స్టార్టప్‌లు తయారు చేస్తున్నాయి"
Demand for this technology can be all over the world,ఈ టెక్నాలజీకి ప్రపంచవ్యాప్తంగా డిమాండ్ ఉంటుంది
"Friends, in the program of InSpace, I also met beti Tanvi Patel, a school student of Mehsana",మిత్రులారా!ఇన్స్పేస్ కార్యక్రమంలోనేను మెహసాణా పాఠశాల విద్యార్థిని తన్వీ పటేల్‌ను కూడా కలిశాను
"She is working on a very small satellite, which is going to be launched in space in the next few months",దీన్ని రాబోయే కొద్ది నెలల్లో అంతరిక్షంలోకి పంపుతున్నారు
Tanvi told me about her work very simply in Gujarati,తన్వి తన పని గురించి గుజరాతీలో చాలా సరళంగా చెప్పింది
"Like Tanvi, about seven hundred and fifty school students in the country are working on 75 such satellites in the Amrit Mahotsav, and it is also a matter of joy that, most of these students are from small towns of the country",తన్విలాగేదేశంలోని దాదాపు ఏడున్నర వందల మంది పాఠశాల విద్యార్థులు అమృత మహోత్సవంలో ఇటువంటి 75 ఉపగ్రహాలపై పని చేస్తున్నారు
"Friends, these are the same youth, in whose mind the image of the space sector was like a secret mission a few years ago, but, the country undertook space reforms, and the same youth are now launching their own satellites",మిత్రులారా!ఇదే యువతమదిలో కొన్ని సంవత్సరాల క్రితం అంతరిక్ష రంగం చిత్రం రహస్య మిషన్ లాగా ఉండేది
"When the youth of the country is ready to touch the sky, how can our country be left behind",దేశంలోని యువత ఆకాశాన్ని తాకడానికి సిద్ధంగా ఉన్నప్పుడుమన దేశం ఎలా వెనుకబడి ఉంటుంది!
"My dear countrymen, in 'Mann Ki Baat', let's now talk about a topic that will delight your mind and inspire you as well","నా ప్రియమైన దేశప్రజలారా! 'మన్ కీ బాత్'లోఇప్పుడు మీ మనస్సును ఆహ్లాదపరిచే, మీకు స్ఫూర్తినిచ్చే అంశం గురించి మాట్లాడుదాం"
"Recently, our Olympic gold medalist Neeraj Chopra was again in the headlines",మన ఒలింపిక్ బంగారు పతక విజేత నీరజ్ చోప్రా ఇటీవలమళ్ళీ ముఖ్యాంశాలలో నిలిచారు
"Even after the Olympics, he is setting new records of success, one after the other",ఒలింపిక్స్‌ తర్వాత కూడా ఒకదాని తర్వాత ఒకటిగా సరికొత్త రికార్డులను సృష్టిస్తున్నారు
Neeraj won the silver at Paavo Nurmi Games in Finland,ఫిన్‌లాండ్‌లో జరిగిన పావో నుర్మీ గేమ్స్‌లో నీరజ్‌ రజత పతకం సాధించారు
"Not only that, He also broke the record of his own Javelin Throw",ఇది మాత్రమే కాదు ఆయన తన సొంత జావెలిన్ త్రో రికార్డును కూడా బద్దలు కొట్టారు
Neeraj once again made the country proud by winning the gold in Kuortane Games,కుర్టానే గేమ్స్‌లో స్వర్ణం సాధించి దేశం గర్వించేలా చేశారు నీరజ్
He won this gold in conditions when the weather there was also inclement,అక్కడ వాతావరణం కూడా చాలా ప్రతికూలంగా ఉన్న పరిస్థితుల్లో ఆయన ఈ స్వర్ణం సాధించారు
This zest is the hallmark of today's youth,ఈ ధైర్యమే నేటి యువతరానికి గుర్తింపు
"From StartUps to the Sports World, the youth of India are making new records",స్టార్ట‌ప్‌ల నుంచి క్రీడా ప్రపంచం వ‌ర‌కు భార‌త యువ‌త కొత్త రికార్డులు సృష్టిస్తోంది
"In the recently held Khelo India Youth Games too, our players set many records",ఇటీవ‌ల జ‌రిగిన ఖేలో ఇండియా యువజన క్రీడోత్సవాల్లో కూడా మ‌న క్రీడాకారులు ఎన్నో రికార్డులు సృష్టించారు
"You would love to know that a total of 12 records have been broken in these games not only that, 11 records have been registered in the names of female players",ఈ గేమ్‌లలో మొత్తం 12 రికార్డులు బద్దలయ్యాయని తెలుసుకోవడం మీకు సంతోషంగా ఉంటుంది
M,అప్పటి వరకు
Martina Devi of Manipur has made eight records in weightlifting,మార్టినా దేవి వెయిట్ లిఫ్టింగ్ లో ఎనిమిది రికార్డులు సృష్టించారు
"Similarly, Sanjana, Sonakshi and Bhavna have also made different records","అలాగే సంజన, సోనాక్షి, భావన కూడా విభిన్న రికార్డులు సృష్టించారు"
"With their hard work, these players have proven how much India's prestige is going to rise in international sports arena in the coming times",రానున్న కాలంలో అంతర్జాతీయ క్రీడల్లో భారత ఖ్యాతి ఎంతగా పెరుగుతుందో ఈ ఆటగాళ్లు తమ కఠోర శ్రమతో నిరూపించారు
I also congratulate all these players and wish them all the best for the future,భవిష్యత్తు బాగుండాలని వారికి శుభాకాంక్షలు కూడా తెలియజేస్తున్నాను
"Friends, there has been another special feature of Khelo India Youth Games",స్నేహితులారా!ఖేలో ఇండియా యువజన క్రీడల్లో మరో ప్రత్యేకత ఉంది
"This time too many such talents have emerged, who are from very ordinary families",ఈసారి కూడా ఇలాంటి ప్రతిభావంతులు చాలా మంది బయటి ప్రపంచానికి తెలిశారు
These players have struggled a lot in their lives to reach this stage of success,ఈ క్రీడాకారులు తమ జీవితంలో చాలా కష్టపడి విజయాల స్థాయికి చేరుకున్నారు
"In their success, their family, and parents too, have had a big role to play","వారి విజయంలో వారి కుటుంబం, తల్లిదండ్రుల పాత్ర కూడా పెద్దది"
"Father of Adil Altaf from Srinagar, who won the gold in 70 km cycling, does tailoring work, but, has left no stone unturned to fulfill his son's dreams",మీ విభాగంలో స్వర్ణం సాధించిన శ్రీనగర్‌కు చెందిన ఆదిల్ అల్తాఫ్ తండ్రి టైలరింగ్ పని చేస్తున్నారు
Today Adil has brought pride to his father and the entire JammuKashmir,ఇప్పుడు ఆదిల్ తన తండ్రితో పాటు సమస్త జమ్మూకాశ్మీర్ గర్వంతో తలెత్తుకునేలా చేశారు
Gold winner L,వెయిట్ లిఫ్టింగ్ లో స్వర్ణం పొందిన చెన్నై కి చెందిన ఎల్
Dhanush's father is a carpenter in Chennai,ధనుష్ తండ్రి కూడా సాధారణ కార్పెంటర్
Sangli's daughter Kajol Sargar's father works as a tea vendor,సాంగ్లీకి చెందిన అమ్మాయి కాజోల్ సర్గర్ తండ్రి టీ అమ్ముకుంటూ జీవనం సాగిస్తున్నారు
Kajol would help her father and practice weight lifting as well,కాజోల్ తన తండ్రి పనిలో సాయం చేయడంతో పాటు వెయిట్ లిఫ్టింగ్ లోనూ కృషి చేసింది
This hard work of hers and her family paid off and Kajol has won a lot of accolades in weight lifting,కాజోల్ తన తండ్రి పనిలో సాయం చేయడంతో పాటు వెయిట్ లిఫ్టింగ్ లోనూ కృషి చేసింది
Tanu of Rohtak has performed a similar kind of miracle,రోహ్‌తక్‌కి చెందిన తనూ కూడా ఇదే విధమైన కృషి చేసింది
Tanu's father Rajbir Singh is a school bus driver in Rohtak,తనూ తండ్రి రాజ్‌బీర్ సింగ్ రోహ్‌తక్‌లో స్కూల్ బస్ డ్రైవర్ గా పనిచేస్తున్నారు
"By winning the gold medal in wrestling, Tanu has realized her own, her family's and her father's dream","తనూ రెజ్లింగ్‌లో బంగారు పతకం సాధించి, తన కలను, తన కుటుంబం కలను, తన తండ్రి కలను నిజం చేశారు"
"Friends, in the sports world, now, the dominance of Indian players is increasing; at the same time, a new image of Indian sports is also emerging",మిత్రులారా!క్రీడా ప్రపంచంలో ఇప్పుడు భారతీయ క్రీడాకారుల ప్రాబల్యం పెరుగుతోంది
"For example, in Khelo India Youth Games, besides disciplines that are in Olympics, five indigenous sports, were also included this time",ఈసారి ఖేలో ఇండియా యువజన క్రీడల్లో ఒలింపిక్స్ లో ఉండే క్రీడలతో పాటుదేశీయ క్రీడలను కూడా చేర్చారు
"These five sports are Gatka, Thang Ta, Yogasan, Kalaripayattu and Mallakhamb","ఈ ఐదు క్రీడలు గత్కా, థాంగ్ తా, యోగాసనాలు, కలరిపయట్టు, మల్లఖంబ్"
"Friends, there is going to be an international tournament of a game which was born centuries ago in our own country...in India",మిత్రులారా! అంతర్జాతీయ టోర్నమెంటు జరిగే ఆ భారతీయ క్రీడ శతాబ్దాల క్రితం మనదేశంలో పుట్టింది
This is the event of Chess Olympiad beginning from the 28th July,ఇది జులై 28 నుంచి ప్రారంభమయ్యే చెస్ ఒలింపియాడ్ ఈవెంట్
"This time, more than 180 countries are participating in the Chess Olympiad",ఈసారి 180కి పైగా దేశాలు చెస్ ఒలింపియాడ్‌లో పాల్గొంటున్నాయి
Today's discussion of sports and fitness cannot be complete without another name this is the name of Telangana's mountaineer Poorna Malavath,ఆ పేరు తెలంగాణకు చెందిన పర్వతారోహకురాలు పూర్ణ మాలావత్ గారిది
By completeing the 7 summit challenge Poorna has added another feather in her cap of success,ఏడు శిఖరాగ్రాల ఛాలెంజ్‌ని పూర్తి చేయడం ద్వారా ఆమె మరో ఘనత సాధించారు
The seven summit challenge...that is the challenge of surmounting seven most difficult and highest mountain peaks,"ఏడు శిఖరాగ్రాల సవాలు అంటే ప్రపంచంలో అత్యంత కఠినమైన, ఎత్తైన పర్వతాల ఆరోహణ సవాలు"
"With her indomitable spirit, Purva ascended the highest peak of North America Mount Denali and brought honour to the counry",పూర్ణఉన్నతమైన స్ఫూర్తితోఉత్తర అమెరికాలోని ఎత్తైన శిఖరం మౌంట్ దెనాలి శిఖరారోహణ పూర్తి చేయడం ద్వారా దేశం గర్వించేలా చేశారు
Poorna is the same daughter of India who had accomplished the amazing feat of done a conquering Mount Everest at the age of just 13,ఆమే కేవలం 13 ఏళ్ల వయస్సులో ఎవరెస్ట్ శిఖరాన్ని జయించి అద్భుతమైన సాహసకృత్యం చేసిన భారతదేశ అమ్మాయి పూర్ణ
"Friends, when it comes to sports, today I would also like to discuss Mithali Raj, one of the most talented cricketers in India","స్నేహితులారా!క్రీడల విషయానికి వస్తే, ఈ రోజు నేను భారతదేశంలోని అత్యంత ప్రతిభావంతులైన క్రికెటర్లలో ఒకరైన మిథాలీ రాజ్ గురించి కూడా చర్చించాలనుకుంటున్నాను"
"Just this month, she has announced her retirement from cricket which has emotionally moved many sports lovers",ఈ నెలలో ఆమె క్రికెట్‌కు రిటైర్మెంట్ ప్రకటించారు
"Mithali has not only been an extraordinary player, but has also been an inspiration to many players",మిథాలీ అసాధారణ క్రీడాకారిణి మాత్రమే కాదుచాలా మంది ఆటగాళ్లకు స్ఫూర్తిదాయకంగా ఉన్నారు
I wish Mithali all the very best for her future,మిథాలీ భవిష్యత్తు బాగుండాలని కోరుకుంటూ ఆమెకు శుభాకాంక్షలు తెలియజేస్తున్నాను
"My dear countrymen, in 'Mann Ki Baat' we have been discussing the successful efforts related to 'waste to wealth'",నా ప్రియమైన దేశప్రజలారా! మన్ కీ బాత్లో వ్యర్థాల నుండి సంపద సృష్టికి సంబంధించిన విజయవంతమైన ప్రయత్నాలను మనం చర్చిస్తున్నాం
"One such example is that of Aizwal, the capital of Mizoram",అలాంటి ఒక ఉదాహరణ మిజోరాం రాజధాని ఐజ్వాల్ ది
"There is a beautiful river 'Chitte Lui' in Aizwal, which due to neglect for years, had turned into a heap of dirt and garbage",ఐజ్వాల్‌లో 'చిటే లూయి' అనే అందమైన నది ఉంది
Efforts have started in the last few years to save this river,ఈ నదిని కాపాడేందుకు గత కొన్నేళ్లుగా ప్రయత్నాలు ప్రారంభమయ్యాయి
"For this, local agencies, voluntary organizations and local people, together, are also running the Save Chitte Lui action plan","ఇందుకోసం స్థానిక సంస్థలు, స్వచ్ఛంద సంస్థలు, స్థానిక ప్రజలు కలిసి సేవ్ చిటే లూయి కార్యాచరణ ప్రణాళికను కూడా అమలు చేస్తున్నారు"
This campaign of cleaning the river has also made an opportunity for wealth creation from waste,నదిని శుభ్రపరిచే ఈ ప్రచారం వ్యర్థాల నుండి సంపద సృష్టికి కూడా అవకాశం కల్పించింది
"Actually, this river and its banks were full of plastic and polythene waste","వాస్తవానికిఈ నది, దాని ఒడ్డు ప్లాస్టిక్, పాలిథిన్ వ్యర్థాలతో నిండి ఉంది"
"The organization working to save the river, decided to build a road using this polythene, that is, the waste that came out of the river",నదిని కాపాడేందుకు కృషి చేస్తున్న సంస్థ ఈ పాలిథిన్‌తో రోడ్డు వేయాలని నిర్ణయించింది
"From that, in a village in Mizoram, the state's first plastic road was built... that is cleanliness and development as well",అంటే నది నుంచి వెలువడే వ్యర్థాలతో మిజోరాంలోని ఓ గ్రామంలో రాష్ట్రంలోనే తొలిసారిగా ప్లాస్టిక్‌ రోడ్డు నిర్మించింది
"Friends, one such effort has also been undertaken by the youth of Puducherry through their voluntary organizations",మిత్రులారా!పుదుచ్చేరి యువకులు కూడా తమ స్వచ్ఛంద సంస్థల ద్వారా అలాంటి ప్రయత్నాన్ని ప్రారంభించారు
Puducherry is situated along the sea coast,పుదుచ్చేరి సముద్రం ఒడ్డున ఉంది
A large number of people come to see the beaches and marine beauty there,"అక్కడి బీచ్‌లు, సముద్ర అందాలను చూసేందుకు పెద్ద సంఖ్యలో ప్రజలు వస్తుంటారు"
"But, the pollution caused by plastic was also increasing on the sea coast of Puducherry, therefore, to save its sea, beaches and ecology, people here have started the 'Recycling for Life' campaign","కానీ, పుదుచ్చేరి సముద్ర తీరంలో కూడా ప్లాస్టిక్ వల్ల కాలుష్యం పెరుగుతోంది"
"Today, thousands of kilograms of garbage is collected and segregated every day in Karaikal, Puducherry",పుదుచ్చేరిలోని కరైకల్‌లో ఇప్పుడు ప్రతిరోజూ వేల కిలోల చెత్తను సేకరించి వేరు చేస్తున్నారు
The organic waste from that is made into compost; the rest of the matter is separated and recycled,"అందులోని సేంద్రియ వ్యర్థాలను ఎరువుగా చేసి, మిగిలిన వాటిని వేరు చేసి రీసైకిల్ చేస్తారు"
"Such efforts are not only inspiring, but also lend momentum to India's campaign against single use plastic",ఇటువంటి ప్రయత్నాలు స్ఫూర్తిదాయకమే కాకుండాసింగిల్ యూజ్ ప్లాస్టిక్‌కు వ్యతిరేకంగా భారతదేశం చేస్తున్న ప్రచారానికి ఊపునిస్తాయి
"Friends, at this time when I am talking to you, a unique cycling rally is also going on in Himachal Pradesh",మిత్రులారా!నేను మీతో మాట్లాడుతున్న ఈ సమయంలోహిమాచల్ ప్రదేశ్‌లో ఒక ప్రత్యేకమైన సైక్లింగ్ ర్యాలీ కూడా జరుగుతోంది
I want to tell you about this too,దీని గురించి కూడా నేను మీకు చెప్పాలనుకుంటున్నాను
A group of cyclists have started from Shimla to Mandi carrying the message of cleanliness,సిమ్లా నుండి మండి వరకు సైక్లిస్టుల బృందం పరిశుభ్రత సందేశాన్ని తీసుకువెళ్ళడం ప్రారంభించింది
"These people will complete this distance of about one hundred and seventy five kilometers on mountain roads, only by cycling",పర్వత రహదారులపై దాదాపు 175 కిలోమీటర్ల దూరాన్నివారు సైక్లింగ్ ద్వారా మాత్రమే పూర్తి చేస్తారు
There are children as well as the elderly in this group,ఈ బృందంలో పిల్లలతో పాటు వృద్ధులు కూడా ఉన్నారు
"If our environment is clean, our mountains and rivers, our seas remain clean; our health also gets better","మన పరిసరాలు పరిశుభ్రంగా ఉంటేమన పర్వతాలు, నదులు, మన సముద్రాలు శుభ్రంగా ఉంటేమన ఆరోగ్యం కూడా మెరుగుపడుతుంది"
You must keep writing me about such efforts,అలాంటి ప్రయత్నాల గురించి మీరు నాకు రాస్తూ ఉండాలి
"My dear countrymen, monsoon is continuously progressing in our country",నా ప్రియమైన దేశప్రజలారా!మన దేశంలో రుతుపవనాలు నిరంతరం విస్తరిస్తున్నాయి
Rain is increasing in many states,పలు రాష్ట్రాల్లో వర్షాలు పెరుగుతున్నాయి
This is also the time to make special efforts in the direction of 'water' and 'water conservation',"'నీరు','జల సంరక్షణ' దిశలో విశేష కృషి చేయాల్సిన సమయం కూడా ఇదే"
"In our country, for centuries, this responsibility has been taken by the society together",మన దేశంలోశతాబ్దాలుగాఈ బాధ్యతను సమాజం తీసుకుంటోంది
"You will remember, in 'Mann Ki Baat' we once discussed the legacy of step wells",మీకు గుర్తుండే ఉంటుంది 'మన్ కీ బాత్'లో మనం ఒకసారి దిగుడు బావుల వారసత్వ సంపద గురించి చర్చించాం
The Baolis are those big wells which are reached by descending stairs,మెట్ల బావులు లేదా దిగుడు బావుల్లో మెట్లు దిగడం ద్వారా నీటిని చేరుకుంటారు
"In Udaipur, Rajasthan, there is one such stepwell which is hundreds of years old 'Sultan Ki Baoli'",రాజస్థాన్‌లోని ఉదయ్‌పూర్‌లో వందల సంవత్సరాల నాటి ఇలాంటి బావి ఉంది
"It was built by Rao Sultan Singh, but due to neglect, gradually this place has become deserted and has turned into a pile of garbage",కానీ నిర్లక్ష్యం కారణంగాఈ ప్రదేశం క్రమంగా నిర్జనమై చెత్త కుప్పగా మారింది
