context,ory_Orya
"Though rare, women can even become spiritual leaders or marabouts within the brotherhood. The Mourides have had one female marabout, Sokhna Magat Diop, who inherited her father's position. Qadiriyya women have also attained the position of marabout.","ମୁରୀଦ୍‌ମାନଙ୍କର ଜଣେ ମହିଳା ଫକୀର ଥିଲେ, ସୋଖ୍‌ନା ମାଗାତ୍‌ ଦିଓପ୍‌, ଯିଏକି ତାଙ୍କ ପିତାଙ୍କ ପଦବୀର ଉତ୍ତରାଧିକାରୀତ୍ଵ ପ୍ରାପ୍ତ କରିଥିଲେ ।"
"To be considered as a nun, one must have the economic means to afford the convent dowry. During this time convent dowries were affordable, compared to secular marriages between a man and a woman. Typically during early modern Spain many nuns were from elite families who had the means to afford the convent dowry and ""maintenance allowances"", which were annual fees.","ସାଧାରଣତଃ, ଆଧୁନିକ ସ୍ପେନର ଆଦ୍ୟ କାଳରେ, ଅନେକ ସନ୍ୟାସିନୀ ସମୃଦ୍ଧ ପରିବାରମାନଙ୍କରୁ ଆସୁଥିଲେ, ଯେଉଁମାନଙ୍କ ପାଖରେ କନଭେଣ୍ଟ୍‌‌ର ଯୌତୁକ ଓ ""ଭରଣପୋଷଣ ଭତ୍ତା"" ଦେବାର ସାଧନ ଥିଲା, ଯାହାକି ବାର୍ଷିକ ଫିସ୍‌ ହିସାବରେ ନିଆଯାଉଥିଲା।"
"Traditional stories, rituals, and taboos of the Inuit are often precautions against dangers posed by their harsh Arctic environment. Knud Rasmussen asked his guide and friend Aua, an angakkuq (spiritual healer), about Inuit religious beliefs among the Iglulingmiut (people of Igloolik) and was told: ""We don't believe. We fear."" Authors Inge Kleivan and Birgitte Sonne debate possible conclusions of Aua's words, because the angakkuq was under the influence of Christian missionaries, and later he even converted to Christianity.","ଇନୁଇଟ୍‌ଙ୍କ ପାରମ୍ପରିକ କାହାଣୀ, ରୀତିନୀତି ଏବଂ ସାମାଜିକ ନିଷେଧଗୁଡ଼ିକ ଅନେକ ସମୟରେ ସେମାନଙ୍କ ମେରୁ ଅଞ୍ଚଳର କ୍ରୂର ପରିବେଶ ଯୋଗୁଁ ଘଟୁଥିବା ବିପଦ ପ୍ରତି ସାବଧାନତା ଦ୍ଵାରା ଅଭିପ୍ରେତ।"
"Walisongo also use the term ""Sembahyang"" (worshipping Sang Hyang Taya in Kapitayan) in introducing the term of ""Shalat"" in Islam. In term of places for worship or praying, Walisongo also using the term Sanggar in Kapitayan, which represents a four-square building with an empty hole on its wall as the symbol of Sang Hyang Taya in Kapitayan, not arca or statues as in Hindu or Buddhism. This term of place for praying or worshipping in Kapitayan also used by Walisongo by the name ""Langgar"" represents the term of Masjid in Islam"".","ଉପାସନା ଅବା ପ୍ରାର୍ଥନା ସ୍ଥଳର କଥା ଦେଖିଲେ, ୱାଲିସୋଙ୍ଗୋ ମଧ୍ୟ କପିତାୟନ୍‌‌ରେ 'ସଙ୍ଗର୍‌' ଶବ୍ଦର ବ୍ୟବହାର କରନ୍ତି, ଯାହା ଏକ ବର୍ଗାକାର ଅଟ୍ଟାଳିକାର ପ୍ରତିନିଧିତ୍ଵ କରିଥାଏ ଯାହାର କାନ୍ଥରେ କପିତାୟନ୍‌‌ରେ 'ସାଙ୍ଗ ହ୍ୟାଙ୍ଗ୍‌ ତାୟା'ର ପ୍ରତୀକ ଭାବେ ଏକ ଖାଲି ଗହ୍ୱର ରହିଥାଏ, ଯାହା ହିନ୍ଦୁ ଧର୍ମ ଅବା ବୌଦ୍ଧ ଧର୍ମରେ ଥିବା ଅର୍କ କିମ୍ବା ମୂର୍ତ୍ତିସବୁ ଠାରୁ ଭିନ୍ନ।"
"adultery is considered immoral by christians and a sin, based primarily on passages like exodus 20:14 and 1 corinthians 6:910. although 1 corinthians 6:11 does say that ""and that is what some of you were. but you were washed"", it still acknowledges adultery to be immoral and a sin.","ମୁଖ୍ୟତଃ ଏକ୍ସୋଡସ୍‌ ୨୦:୧୪ ଏବଂ ୧ କୋରିନ୍ଥିଆନସ୍‌ ୬:୯୧୦ ଭଳି ଅନୁଚ୍ଛେଦର ଆଧାରରେ, ବ୍ୟଭିଚାରକୁ ଖ୍ରୀଷ୍ଟିଆନ୍‌ମାନଙ୍କ ଦ୍ୱାରା ଅନୈତିକ ଏବଂ ଏକ ପାପ ବୋଲି ବିବେଚନା କରାଯାଇଥାଏ।"
"obama is a protestant christian whose religious views developed in his adult life. he wrote in the audacity of hope that he ""was not raised in a religious household."" he described his mother, raised by non-religious parents, as being ""detached from religion"", yet in many ways the most ""spiritually awakened person"" i have ever known, and as a ""lonely witness for secular humanism"". he described his father as a ""confirmed atheist"" by the time his parents met, and his stepfather as ""a man who saw religion as not particularly useful."" obama explained how, through working with black churches as a community organizer while in his twenties, he came to understand ""the power of the african-american religious tradition to spur social change.""","ଅଣ-ଧାର୍ମିକ ପିତାମାତାଙ୍କ ଦ୍ଵାରା ପାଳିତା, ତାଙ୍କ ମାଆଙ୍କୁ ସେ ""ଧର୍ମଠାରୁ ବିଚ୍ଛିନ୍ନ"", ଅଥଚ ଅନେକ ପ୍ରକାରେ, ""ମୋ ଜ୍ଞାତସାରରେ ଆଧ୍ୟାତ୍ମିକ ଦୃଷ୍ଟିରୁ ଅତ୍ୟନ୍ତ ଜାଗ୍ରତ ବ୍ୟକ୍ତି"", ଏବଂ ଜଣେ ""ଧର୍ମ-ନିଷ୍ପକ୍ଷ ମାନବବାଦ ପାଇଁ ଏକାକିନୀ ସାକ୍ଷୀ"" ଭାବେ ବର୍ଣ୍ଣନା କରିଥିଲେ।"
"sanatkumara states that narada, with the worldly knowledge, has so far focussed on name. adore and revere the worldly knowledge asserts sanatkumara in section 7.1 of the upanishad, but meditate on all that knowledge as the name, as brahman. narada asks sanatkumara to explain, and asks what is better than the worldly knowledge.","""ପାର୍ଥିବ ଜ୍ଞାନ ପ୍ରତି ଶ୍ରଦ୍ଧା ଓ ସମ୍ମାନ କର"", ଉପନିଷଦର ବିଭାଗ ୭.୧ରେ ସନତ୍‌କୁମାର କହିଛନ୍ତି, ""ମାତ୍ର ସେ ସମସ୍ତ ଜ୍ଞାନ ଉପରେ 'ବ୍ରହ୍ମନ୍‌' ନାମକ ନାମରେ ଧ୍ୟାନ କର ।"""
"the mantras are from the taittiriya upanishad, shikshavalli i.11.2, which says: matrudevo bhava, mitradevo bhava, pitrudevo bhava, putradevo bhava, acharyadevo bhava, atithidevo bhava. it literally means ""be one for whom the mother is god, be one for whom the friend is god, be one for whom the father is god, be one for whom the child is god, be one for whom the teacher is god, and be one for whom the guest is god"". matrudevah, mitradevah, pitrudevah, putradevah, acharyadevah, and atithidevah are one word each, and each one is a bahuvrihi samasta-pada.","ମନ୍ତ୍ରଗୁଡ଼ିକ ତୈତ୍ତିରୀୟ ଉପନିଷଦ, ଶିକ୍ଷାବଲ୍ଲୀ-୧ମ.୧୧.୨ ରୁ ଆସିଛି, ଯେଉଁଥିରେ କୁହାଯାଇଛି: 'ମାତୃଦେବୋ ଭବ', 'ପିତୃଦେବୋ ଭବ', 'ଆଚାର୍ଯ୍ୟଦେବୋ ଭବ', 'ଅତିଥିଦେବୋ ଭବ' ।"
"A single athlete, Norman Pritchard, represented India in the 1900 Olympics, winning two silver medals. India sent its first national team to the Olympics in 1920, and has participated in every Summer Olympic Games ever since. India has also competed at several Winter Olympic Games since 1964.",ଅଲିମ୍ପିକ୍ସକୁ ଭାରତ ନିଜର ପ୍ରଥମ ଜାତୀୟ ଦଳ ୧୯୨୦ ମସିହାରେ ପଠାଇଥିଲା ଏବଂ ତା'ପର ଠାରୁ ଅନୁଷ୍ଠିତ ହୋଇଥିବା ପ୍ରତ୍ୟେକ ଗ୍ରୀଷ୍ମ ଅଲମ୍ପିକ୍‌ ଗେମ୍ସ‌ରେ ଅଂଶଗ୍ରହଣ କରିଆସିଛି।
"Air guns come in both long gun (air rifle) and handgun (air pistol) forms. Both types typically propel metallic projectiles that are either diabolo-shaped pellets or spherical shots called BBs, although in recent years Mini ball-shaped cylindro-conoidal projectiles called slugs are gaining more popularity. Certain types of air guns (usually air rifles) may also launch fin-stabilized projectile such as darts (e.g., tranquilizer guns) or hollow-shaft arrows (so-called ""airbows"").",ଏୟାର ଗନ୍‌‌ ଉଭୟ ଲମ୍ବା ବନ୍ଧୁକ (ଏୟାର ରାଇଫଲ୍‌) ଓ ହାତ ବନ୍ଧୁକ (ଏୟାର ପିସ୍ତଲ) ରୂପରେ ଆସିଥାଏ।
"Anju Bobby George made history when she won the bronze medal in Women's long jump at the 2003 World Championships in Athletics in Paris. With this achievement, she became the first Indian athlete ever to win a medal in a World Championships in Athletics jumping 6.70 mll 2010 Milkha Singh was the only athlete to win an individual gold medal at a Commonwealth Games but at 2010 Commonwealth Games, Krishna Punia created history by winning the Women's discus throw gold medal for India after 52 years and as first woman to win a gold in athletics at Commonwealth Games. In the same edition of Commonwealth games Manjeet Kaur, Sini Jose, Ashwini Akkunji & Mandeep Kaur won the Women's 4 400 m (Relay) gold medal.","ମିଲ୍‌ଖା ସିଂହ ଏକମାତ୍ର କ୍ରୀଡାବିତ୍ ଥିଲେ ଯିଏ କମନୱେଲଥ୍‌ ଖେଳରେ ବ୍ୟକ୍ତିଗତ ସ୍ଵର୍ଣ୍ଣ ପଦକ ଜିତିଥିଲେ, କିନ୍ତୁ ୫୨ ବର୍ଷ ପରେ ୨୦୧୦ କମନୱେଲଥ୍‌ ଖେଳରେ କ୍ରିଷ୍ଣା ପୁନିଆ ମହିଳା ଡିସ୍କସ୍‌ ଥ୍ରୋରେ ଭାରତ ପାଇଁ ସ୍ଵର୍ଣ୍ଣ ପଦକ ଜିତି ଇତିହାସ ସୃଷ୍ଟି କରିଥିଲେ, ଏବଂ କମନୱେଲଥ୍‌ ଖେଳରେ ଆଥ୍‌ଲେଟିକ୍‌ସରେ ପ୍ରଥମ ମହିଳା ଭାବେ ଏକ ସ୍ଵର୍ଣ୍ଣ ପଦକ ଜିତି ସେ ଏହି ଇତିହାସ ସୃଷ୍ଟି କରିଥିଲେ।"
"Anju is married to Robert Bobby George, who is a former national champion in triple jump and her coach too. She is employed with the Customs department in Bangalore. The couple have a son Aaron and a daughter Andrea.","ଅଞ୍ଜୁ ବିବାହ କରିଛନ୍ତି ରବର୍ଟ ବବି ଜର୍ଜଙ୍କୁ, ଯିଏ ତ୍ରୀସ୍ତରୀୟ ଲମ୍ଫ କ୍ଷେତ୍ରରେ ଜଣେ ପୂର୍ବତନ ଜାତୀୟ ଚମ୍ପିୟାନ ଏବଂ ତାଙ୍କର ପ୍ରଶିକ୍ଷକ ମଧ୍ୟ।"
Any performance with a following wind of more than 2.0 metres per second is not counted for record purposes. Below is a list of wind-assisted jumps (equal or superior to 7.16 m). Only best assisted mark that is superior to legal best is shown:,ଯେ କୌଣସି ଏକ ପ୍ରଦର୍ଶନ ଯାହାର ପରବର୍ତ୍ତୀ ୱିଣ୍ଡ୍‌ ସେକେଣ୍ଡ୍ ପ୍ରତି ୨.୦ ମିଟରରୁ ଅଧିକ ଥାଏ ତାହା ରେକର୍ଡ ଉଦ୍ଦେଶ୍ୟରେ ଗଣନା କରାଯାଏନାହିଁ।
"As of 1 January 2010, men are only allowed to wear suits from the waist to the knees. They are also only permitted to wear one piece of swimwear; they cannot wear briefs underneath jammers. This rule was enacted after the controversy in the Beijing Olympics and Rome World Championships.","୧ ଜାନୁୟାରୀ ୨୦୧୦ ସୁଦ୍ଧା, ପୁରୁଷମାନଙ୍କୁ କେବଳ ଅଣ୍ଟାରୁ ଆଣ୍ଠୁ ଯାଏଁ ସୁଟ ପିନ୍ଧିବା ଅନୁମତି ଅଛି।"
Bristol is represented by professional teams in all the major national sports. Bristol City and Bristol Rovers are the city's main football clubs. Bristol Bears (rugby union) and Gloucestershire County Cricket Club are also based in the city.,ବ୍ରିଷ୍ଟଲ ବେୟର୍‌ସ (ରଗ୍‌ବି ୟୁନିଅନ) ଓ ଗ୍ଲୋସେଷ୍ଟାରଶାୟାର କାଉଣ୍ଟି କ୍ରିକେଟ କ୍ଲବ ମଧ୍ୟ ଏହି ସହରରେ ଅବସ୍ଥିତ।
"Feng Tianwei, a Chinese-born player representing Singapore, has medaled in three Olympic table tennis events, more medals than native Singaporeans have won in all other sports combined (two). These successes have been somewhat controversial in Singapore. In 2014, Singapore Table Tennis Association's president Lee Bee Wah quit over this issue; her successor, Ellen Lee, later favored the application for citizenship of Zeng Jian, a China-born paddler.","୨୦୧୪ ମସିହାରେ, ସିଙ୍ଗାପୁର ଟେବଲ୍‌ ଟେନିସ୍‌ ସଂଘର ସଭାପତି, ଲୀ ବୀ ୱାହ୍‌, ଏହି ବିବାଦକୁ ନେଇ ନିଜ ଇସ୍ତଫା ଦେଇଥିଲେ; ତାଙ୍କ ଉତ୍ତରାଧିକାରୀ, ଏଲେନ୍‌ ଲୀ, ପରବର୍ତ୍ତୀ ସମୟରେ ଜଣେ ଚୀନ-ଜନ୍ମିତ ପ୍ୟାଡ୍‌ଲର ଜେଙ୍ଗ୍ ଜିଆନ୍‌‌ଙ୍କ ନାଗରିକତ୍ୱ ଦରଖାସ୍ତକୁ ସମର୍ଥନ କରିଥିଲେ।"
"From the 1920s, professional engineers took an interest in archery, previously the exclusive field of traditional craft experts. They led the commercial development of new forms of bow including the modern recurve and compound bow. These modern forms are now dominant in modern Western archery; traditional bows are in a minority.","୧୯୨୦ ଦଶକ ଠାରୁ, ପେସାଦାର ଯନ୍ତ୍ରୀମାନେ ତୀରନ୍ଦାଜ ପ୍ରତି ଆଗ୍ରହ ପ୍ରଦର୍ଶନ କରିଛନ୍ତି, ଯାହା ଆଗରୁ ପାରମ୍ପରିକ କାରିଗରୀ ବିଶେଷଜ୍ଞମାନଙ୍କ ସ୍ୱତନ୍ତ୍ର କ୍ଷେତ୍ର ଥିଲା।"
"Historically, Argentina has had a strong showing within Auto racing. Juan Manuel Fangio was five times Formula One world champion under four different teams, winning 102 of his 184 international races, and is widely ranked as the greatest driver of all time. Other distinguished racers were Oscar Alfredo Glvez, Juan Glvez, Jos Froiln Gonzlez and Carlos Reutemann.","ଚାରୋଟି ଭିନ୍ନ ଭିନ୍ନ ଦଳ ଅଧୀନରେ ଜୁଆନ୍‌ ମାନୁଏଲ୍‌ ଫାଙ୍ଗିଓ ପାଞ୍ଚ ଥର ଫର୍ମୁଲା ୱାନ୍ ବିଶ୍ୱ ଚାମ୍ପିଅନ୍‌ ହୋଇଛନ୍ତି, ନିଜର ୧୮୪ ଅନ୍ତର୍ଜାତୀୟ ରେସ୍ ମଧ୍ୟରୁ ସେ ୧୦୨ଟି ଜିତିଛନ୍ତି, ଏବଂ ବହୁଲୋକ ତାଙ୍କୁ ସର୍ବକାଳୀନ ଶ୍ରେଷ୍ଠ ଡ୍ରାଇଭର୍‌ ରୂପେ ବିବେଚନା କରିଥାନ୍ତି।"
"In India, the Beighton Cup and the Aga Khan tournament commenced within ten years. Entering the Olympics in 1928, India won all five games without conceding a goal, and won from 1932 until 1956 and then in 1964 and 1980. Pakistan won in 1960, 1968 and 1984.","ଭାରତରେ, ବେଟନ କପ୍‌ ଏବଂ ଆଗା ଖାନ କ୍ରୀଡ଼ା ପ୍ରତିଯୋଗିତା ଦଶ ବର୍ଷ ମଧ୍ୟରେ ଆରମ୍ଭ ହୋଇଥିଲା।"
"In May 2012, Deepika Kumari won her first World Cup individual stage recurve gold medal at Antalya, Turkey. She beat Korea's Lee Sung-Jin by six set points to four in the final. Later in 2012, she would go on to become world no.","ମେ' ୨୦୧୨ରେ, ଦୀପିକା କୁମାରୀ ତୁର୍କୀର ଆଣ୍ଟାଲ୍ୟରେ ତାଙ୍କର ପ୍ରଥମ ବିଶ୍ଵ କପ ବ୍ୟକ୍ତିଗତ 'ରିକର୍ଭ' ସ୍ଵର୍ଣ୍ଣ ପଦକ ଜିଣିଥିଲେ।"
"In November 2017, she filed a complaint of harassment against the senior officials at the state sports department where she was employed. She said that her salary was not paid for past two years and neither was her leave for subsequent games duly sanctioned by the authority. Addressed to Haryana's director of sports and youth affairs, she expressed her disagreement with the state which promised to provide her with necessary amenities to continue with her sport along with her job.","ସେ କହିଥିଲେ ଯେ ଗତ ଦୁଇ ବର୍ଷ ଧରି ତାଙ୍କ ଦରମା ଦିଆଯାଇ ନାହିଁ, ଏବଂ ଆଗକୁ ଖେଳାଯିବାକୁ ଥିବା ମ୍ୟାଚ୍‌ଗୁଡ଼ିକ ପାଇଁ କର୍ତ୍ତୃପକ୍ଷଙ୍କ ତରଫରୁ ବିଧିବଦ୍ଧ ଭାବେ ତାଙ୍କ ଛୁଟି ମଧ୍ୟ ମଞ୍ଜୁର କରାଯାଇନାହିଁ।"
"In the Games, ""Mr. Asia of 1951"" was also contested as the non-medal event. The contingents were judged on the basis of their physical development, looks, and personality. Parimal Roy of India won the event ahead of Mahmoud Namjoo of Iran, who won gold medal in the bantamweight category of weightlifting.","ପ୍ରତିନିଧିମାନଙ୍କୁ ସେମାନଙ୍କ ଶାରୀରିକ ବିକାଶ, ଚେହେରା ଓ ବ୍ୟକ୍ତିତ୍ୱ ଆଧାରରେ ମୂଲ୍ୟାୟନ କରାଯାଉଥିଲା।"
"In the final match, Indian team faced its traditional archrival Pakistani team. Match was scheduled on 15 March 1975. Ashok Kumar scored the all-important winning goal to achieve India's lone triumph in the World cup.","ଅଶୋକ କୁମାର ସବୁଠାରୁ ଗୁରୁତ୍ୱପୂର୍ଣ୍ଣ ଜିତିବା ଗୋଲ୍‌ଟି ମାରିଥିଲେ, ଏବଂ ବିଶ୍ଵ କପ୍‌ରେ ଭାରତ ତା'ର ଏକମାତ୍ର ବିଜୟ ହାସଲ କରିଥିଲା।"
"In the women's freestyle 55kg category at the 2014 Commonwealth Games, Babita's first opponent in the quarter-finals was Kathryn Marsh of Scotland, whom she beat 92, 40 (classification points 4:1). Her opponent in the semi-finals was Louisa Porogovska of England whom she beat 20 (classification points 5:0) victory by fall (wrestling terminology). In the gold medal bout, she was up against Brittanee Laverdure of Canada whom she beat 50, 42 (classification points 3:1) to win the gold medal.","୨୦୧୪ କମନୱେଲଥ୍‌ ଖେଳ ମହିଳା ଫ୍ରିଷ୍ଟାଇଲ୍‌ ୫୫କେ.ଜି. ବର୍ଗରେ, କ୍ୱାର୍ଟର-ଫାଇନାଲ୍‌‌‌ସରେ ବବିତାଙ୍କ ପ୍ରଥମ ପ୍ରତିଦ୍ୱନ୍ଦ୍ୱୀ ଥିଲେ ସ୍କଟଲାଣ୍ଡ୍‌‌ର କାଥରିନ୍‌ ମାର୍ଶ, ଯାହାଙ୍କୁ ସେ ୯୨, ୪୦ ମାର୍ଜିନରେ ହରାଇଥିଲେ (ବର୍ଗୀକରଣ ପଏଣ୍ଟ ୪:୧) |"
"Karate in India is administered by the Karate India Organization. India has produced many accomplished karatekas like Aniket Gupta, Deepika Dhiman, Sunil Rathee, Supriya Jatav and Gaurva Sindhiya. The 2015 Commonwealth Karate Games were held in Delhi, India.",୨୦୧୫ ମସିହାରେ ହୋଇଥିବା କମନୱେଲଥ୍‌ କରାଟେ ଗେମ୍ସ ଭାରତର ଦିଲ୍ଲୀଠାରେ ଅନୁଷ୍ଠିତ ହୋଇଥିଲା।
"Men and women have different weights for their throwing implements men's javelin is 800 grams compared to 600 for women, men's weight throw is 35 pounds compared to 20 for women, men's discus is 2 kilograms to women's 1, men's shot put is 16 pounds compared to 8 pounds for women, and men's hammer throw is also 16 pounds to the women's 8. Additionally, men's high hurdles are at height of 42 inches compared to women's hurdles which are 33 inches. For the intermediate hurdles (400 meter hurdles), the men's hurdle height is 36 inches compared to 30 inches for women.","ପୁରୁଷ ଏବଂ ମହିଳାମାନଙ୍କ ପାଇଁ ଭିନ୍ନ ଭିନ୍ନ ଓଜନର ଫିଙ୍ଗିବା ଉପକରଣ ଥାଏ: ପୁରୁଷଙ୍କ ଜାଭେଲିନ୍ ୮୦୦ ଗ୍ରାମର ଥିବା ବେଳେ, ମହିଳାଙ୍କର ୬୦୦ ଗ୍ରାମ ଥାଏ, ପୁରୁଷଙ୍କ ଓଜନ ଥ୍ରୋ ୩୫ ପାଉଣ୍ଡ ଥିବା ବେଳେ ମହିଳାଙ୍କର ୨୦ ଥାଏ, ପୁରୁଷଙ୍କ ଡିସ୍କସ୍ ୨ କିଲୋଗ୍ରାମ ରହିଥିବା ବେଳେ ମହିଳାଙ୍କ ପାଇଁ ଏହା ୧ କିଲୋଗ୍ରାମ, ପୁରୁଷଙ୍କ ସଟ୍ ପୁଟ୍ ୧୬ ପାଉଣ୍ଡ ଥିବା ବେଳେ ମହିଳାଙ୍କ ପାଇଁ ଏହା ୮ ପାଉଣ୍ଡ, ଏବଂ ପୁରୁଷଙ୍କ ହାମର୍‌ ଥ୍ରୋ ମଧ୍ୟ ୧୬ ପାଉଣ୍ଡ ଥିବାବେଳେ, ମହିଳାଙ୍କ ପାଇଁ ଏହା ୮ ପାଉଣ୍ଡ।"
"Modi and Shah also sought to reduce Congress' hold over sports bodies in the state. Shah served as the president of the Gujarat State Chess Association. In 2009, he became the vice-president of the profitable Gujarat Cricket Association (GCA), while Modi served as its president.","୨୦୦୯ରେ, ସେ ଲାଭକାରୀ ଗୁଜରାଟ କ୍ରିକେଟ ଆସୋସିଏସନ (ଜି.ସି.ଏ.)ର ଉପାଧ୍ୟକ୍ଷ ହୋଇଥିଲେ, ଯେତେବେଳେ କି ମୋଦି ଏହାର ଅଧ୍ୟକ୍ଷ ପଦରେ ରହିଲେ।"
"Most triathlons are individual events. Another format is relay triathlons, where a team of competitors take turns to compete at a race; each competitor must do a segment of swimming, cycling and running. The World Triathlon Mixed Relay Championships began with two separate classifications for men and women.","ଅନ୍ୟ ଏକ ପ୍ରାରୂପ ହେଉଛି ରିଲେ ଟ୍ରାଏଥଲନ୍‌, ଯେଉଁଠି ପ୍ରତିଯୋଗୀମାନଙ୍କର ଏକ ଦଳ ନିଜ ପାଳି ହିସାବରେ ଏକ ଦୌଡ଼ରେ ଭାଗନେଇଥାନ୍ତି; ଏଥିରେ ପ୍ରତ୍ୟେକ ପ୍ରତିଯୋଗୀକୁ ପହଁରା, ସାଇକେଲ୍ ଚାଳନା, ଏବଂ ଦୌଡ଼ରେ ଗୋଟିଏ ଗୋଟିଏ ଅଂଶ ସମ୍ପାଦନ କରିବାକୁ ପଡ଼ିଥାଏ।"
"On the reserve day the Sri Lankans again batted first, scoring 222 runs including Mahela Jayawardene and Russel Arnold scoring 77 and 56 runs respectively, and Indian Zaheer Khan took three wickets for 44 runs. India scored 38 runs in 8.4 overs and the match was abandoned due to rain without result. According to ICC rules, an ODI match is only official after 25 overs are bowled to the side batting second.","ଆଇ.ସି.ସି. ନିୟମ ଅନୁଯାୟୀ, ଦ୍ଵିତୀୟରେ ବ୍ୟାଟିଂ କରିଥିବା ପକ୍ଷ ପ୍ରତି ୨୫ ଓଭର ବୋଲିଂ କଲାପରେ ଯାଇ ଏକ ଓ.ଡି.ଆଇ. ଖେଳ ଅଫିସିଆଲ ହୁଏ।"
"On the reserve day the Sri Lankans again batted first, scoring 222 runs including Mahela Jayawardene and Russel Arnold scoring 77 and 56 runs respectively, and Indian Zaheer Khan took three wickets for 44 runs. India scored 38 runs in 8.4 overs and the match was abandoned due to rain without result. According to ICC rules, an ODI match is only official after 25 overs bowled to the side batting second.","ସଂରକ୍ଷିତ ଦିନରେ, ଶ୍ରୀଲଙ୍କାର ଖେଳାଳୀ ପୁଣି ଥରେ ପ୍ରଥମେ ବ୍ୟାଟିଂ କରି ୨୨୨ ରନ୍‌ର ସ୍କୋର କରିଥିଲେ, ଯେଉଁଥିରେ ମହେଲା ଜୟୱର୍ଦ୍ଦନେ ଓ ରସେଲ୍‌ ଆର୍ନୋଲ୍ଡ ଯଥାକ୍ରମେ ୭୭ ଏବଂ ୫୬ ରନ୍ କରିଥିଲେ, ଏବଂ ଭାରତୀୟ ଜାହିର୍ ଖାନ୍ ୪୪ ରନ୍ ଦେଇ ତିନୋଟି ୱିକେଟ୍‌ ନେଇଥିଲେ।"
"On the senior circuit, Mirza started to show early success as she made her debut in April 2001 on the ITF Circuit as a 15-year-old. Her highlights of 2001 include a quarterfinals showing in Pune and a semifinal finish in New Delhi. As the 2002 season began, she turned around a season of early losses to winning three straight titles; her first in her hometown Hyderabad and the other two in Manila, Philippines.","ବରିଷ୍ଠ ସୂଚୀରେ, ମିର୍ଜା ତାଙ୍କର ଆଦ୍ୟ ସଫଳତା ଦେଖାଇବା ଆରମ୍ଭ କଲେ, ଯେତେବେଳେ ଏପ୍ରିଲ ୨୦୦୧ରେ, ଆଇ.ଟି.ଏଫ. ସର୍କିଟ୍‌ ମଧ୍ୟରେ ଜଣେ ୧୫-ବର୍ଷୀୟା ଭାବେ ସେ ପ୍ରଥମ ପଦାର୍ପଣ କଲେ।"
"Originally, it was intended that the top ranked team in this CWC League 2 would be promoted to the next 2020-2023 ICC Cricket World Cup Super League at the expense of its 13th ranked team - if the League 2 team finished as the higher of the two in the 2023 Cricket World Cup Qualifier. The team ranked lower would then have played in the next edition of League 2. However, in November 2021 the ICC announced that there would not be a second edition of the Super League.","ଆରମ୍ଭରେ, ଏହାର ଉଦ୍ଦେଶ୍ୟ ଥିଲା ଯେ ସି.ଡବ୍ଲ୍ୟୁ.ସି. ଲିଗ୍‌ ୨ରେ ସର୍ବୋଚ୍ଚ ରାଙ୍କ୍‌‌ରେ ଥିବା ଟିମ୍‌କୁ, ଏହାର ୧୩ ନମ୍ବର ରାଙ୍କ୍‌‌ରେ ଥିବା ଟିମ୍‌ ବ୍ୟୟରେ, ୨୦୨୦-୨୩ ଆଇ.ସି.ସି. କ୍ରିକେଟ ବିଶ୍ୱ କପ୍ ସୁପର ଲିଗ୍ ପାଇଁ ଉନ୍ନତ କରାଯିବ, ଯଦି ୱାର୍ଲଡ୍ କପ୍‌ କ୍ୱାଲିଫାୟର୍‌‌ରେ ଲିଗ୍ ୨ ଦଳଟି ଦୁଇ ଦଳ ମଧ୍ୟରେ ଉନ୍ନତ ସ୍ଥାନ ଅର୍ଜନ କରେ।"
"Sania won a gold and bronze at the 17th Asian Games in Incheon, South Korea. She paired with Saketh Myneni to beat China's Hsien Yin Peng and Chan Hao-ching and win gold in the mixed doubles tournament. She also won a bronze medal in women's doubles tournament, where she paired with Prarthana Thombare.",ସାକେଥ ମାୟନେନିଙ୍କ ଯୋଡ଼ିଦାର ଭାବେ ସେ ଚୀନର ସିଏନ ୟିନ ପେଂ ଓ ଚେନ ହାଓ-ଚିଂଙ୍କୁ ପରାସ୍ତ କଲେ ଏବଂ ଯୁଗ୍ମ ଡବଲ ଟୁର୍ନାମେଣ୍ଟରେ ସ୍ଵର୍ଣ୍ଣ ଜିତିଲେ।
"Santhi's case has been contrasted with that of Caster Semenya of South Africa, also a middle-distance runner, who nearly lost the gold she won at the 2009 Berlin World Championship after she failed a similar gender test. Semenya's nation rallied around her to safeguard her dignity, her rights and position in world sports. She was also her country's flag-bearer at the London Olympics 2012.","ସେମେନ୍ୟାଙ୍କ ମର୍ଯ୍ୟାଦା, ତାଙ୍କ ଅଧିକାର ଏବଂ ବିଶ୍ଵ କ୍ରୀଡ଼ାରେ ତାଙ୍କ ପଦ ସୁରକ୍ଷିତ ରଖିବା ପାଇଁ ତାଙ୍କ ଦେଶ ତାଙ୍କ ସମର୍ଥନରେ ଛିଡ଼ା ହୋଇଗଲା।"
