text,hi_text
"To counter these new offensives, we too have to devise appropriate new responses and antidotes",इसको बढ़ावा देने के लिये भारत सरकार ने एक बहुत बड़ा फैसला लिया है
"When the opponents keep on trying out new tactics, we have to counteract decisively, since we have resolved to eradicate the corrupt, shady businesses and black money","भ्रष्टाचार, काला धन पूर्णतः नष्ट होना चाहिये, इसके लिए और कठोर कदम उठाने चाहिये तो उठाने चाहिये, ऐसा बड़ा ही बल दे करके लिखने वाले लोग भी हैं"
"On the other hand, many people have mentioned in their letters all kinds of wrongdoing which are going on; how newer wily ways and means are being devised","लिखने वालों का दूसरा तबक़ा वो है जिन्होंने ज्यादातर उन बातों पर बल दिया है कि इतना अच्छा काम, देश की भलाई का काम, इतना पवित्र काम, लेकिन उसके बावजूद भी कहाँकहाँ कैसीकैसी धांधली हो रही है, किस प्रकार से बेईमानी के नयेनये रास्ते खोज़े जा रहे हैं, इसका भी ज़िक्र लोगों ने किया है"
"In this context, I offer my heartiest salutations to my dear countrymen for one very remarkable thing","मेरे प्यारे देशवासियो, नमस्कार"
These days you must be seeing on T,आज
V,आज
"and newspapers, everyday many new people are being taken into custody, currency notes are being seized, raids are being carried out",सीधा पैसा बैंक में जमा हो रहा है
Influential persons are being caught,आज
How has all this been made possible,आज
Should I let out the secret,आज
The secret is that my sources of such information are people themselves,मैं देशवासियों का आभारी हूँ कि इतनी सारी चिट्ठियाँ लिख करके मुझे आपने मदद की है
Information being received from common citizens is many times higher than that being obtained through government machinery,"कुछ लोगों ने जो मुझे लिखा है, उसमें नागरिकों को कैसीकैसी कठिनाइयाँ हो रही है, कैसी असुविधायें हो रही हैं"
And we are by and large being successful in our operations on account of the awareness and alertness that the people have displayed,हमारे नौजवानों ने स्टार्टअप से काफ़ी प्रगति की है
"Can anyone imagine the level of risk, which the aware citizen of my country is taking to expose such elements","कुछ लोगों ने जो मुझे लिखा है, उसमें नागरिकों को कैसीकैसी कठिनाइयाँ हो रही है, कैसी असुविधायें हो रही हैं"
The information received has largely proved to be fruitful,इसके संबंध में विस्तार से लिखा है
"For those of you wanting to share such information, you can send it on an email address set up by the government for this purpose",मैं देशवासियों का आभारी हूँ कि इतनी सारी चिट्ठियाँ लिख करके मुझे आपने मदद की है
You can also provide it on MyGov,मैं देश के सभी राज्यों को भी बधाई देता हूँ
The government is committed to fight all such wrongdoings and maladies,मैं देश के सभी राज्यों को भी बधाई देता हूँ
"And when we have your active support, this fight becomes much easier",सबने अपनेअपने प्रकार से इस अभियान को आगे बढ़ाया है
"Thirdly, there is another group of letter writers, also existing in large numbers",इससे जुड़ी एक कहानी भी बहुत प्रचलित है
"They say Modiji, do not feel exhausted, do not stop and take the most stringent measures that you can","भ्रष्टाचार, काला धन पूर्णतः नष्ट होना चाहिये, इसके लिए और कठोर कदम उठाने चाहिये तो उठाने चाहिये, ऐसा बड़ा ही बल दे करके लिखने वाले लोग भी हैं"
"Now that you have chosen this path, the journey should culminate at its intended and logical destination",भारत जैसे देश ने तो इस क्षेत्र में सबसे आगे होना चाहिये
"I specially thank writers of such letters, since their writing exudes a certain confidence, fortified with blessings",मैं देशवासियों का आभारी हूँ कि इतनी सारी चिट्ठियाँ लिख करके मुझे आपने मदद की है
I sincerely assure you that this is in no way going to be a full stop,इसके संबंध में विस्तार से लिखा है
This is just the beginning,आज
We have to win this battle and the question of feeling exhausted or stopping simply does not arise,हर कोई एकदूसरे से सीखनासमझना चाहता है
"Armed with the good wishes of a hundred and twenty five crore countrymen, there is no question of a retreat","मेरे प्यारे देशवासियो, नमस्कार"
"You are possibly aware of a Law about Benami Property in our country which came into being in 1988, but neither were its rules ever framed, nor was it notified","आंध्र के मुख्यमंत्री श्रीमान् चंद्रबाबू नायडू की अध्यक्षता में एक कमिटी भी बनाई है, जो इसके लिये अनेक योजनाओं पर विचार कर रही है, लेकिन मैंने देखा कि सरकारों ने भी अपने तरीक़े से कई योजनाएँ लागू की है, आरंभ की है"
It just lay dormant gathering dust,सीधा पैसा बैंक में जमा हो रहा है
We have retrieved it and turned it into an incisive law against 'Benami Property',इसको बढ़ावा देने के लिये भारत सरकार ने एक बहुत बड़ा फैसला लिया है
"In the coming days, this law will also become operational",आज
"For the benefit of the Nation, for the benefit of the people, whatever needs to be done will be accorded our top priority",इसको बढ़ावा देने के लिये भारत सरकार ने एक बहुत बड़ा फैसला लिया है
"My dear countrymen, I had mentioned in last month's 'Mann Ki Baat' that even amidst these hardships our farmers toiled tirelessly and broke last year's record in sowing","मेरे प्यारे देशवासियो, पिछली बार भी 'मन की बात' में मैंने कहा था कि इन कठिनाइयों के बीच भी हमारे किसानों ने कड़ी मेहनत कर के 'बुवाई' में पिछले साल का रिकॉर्ड तोड़ दियाआई कृषि क्षेत्र के दृष्टि से ये शुभ संकेत हैंआई इस देश का मजदूर हो, इस देश का किसान हो, इस देश का नौजवान हो इन सब के परिश्रम आज नये रंग ला रहे हैंआई पिछले दिनों विश्व के 'अर्थ मंच' पर भारत ने अनेक क्षेत्र में अपना नाम बड़े गौरव के साथ अंकित करवाया हैआई हमारे देशवासियों के लगातार प्रयासों का परिणाम है कि अलगअलग इंडिकेटर्स के ज़रिये अलगअलग इंडिकेटर्स के ज़रिये भारत की वैश्विक रैंकिंग में बढ़ोतरी दिखाई दे रही हैआई वर्ल्ड बैंक की डोइंग बिजनेस रिपोर्ट में भारत की रैंकिंग बढ़ी हैआई हम भारत में बिजनेस प्रैक्टिस को दुनिया के बेस्ट प्रैक्टिस के बराबर बनाने का तेज़ी से प्रयास कर रहे हैं और सफलता मिल रही हैआई अंक्टाड उसके द्वारा जारी वर्ल्ड इन्वेस्टमेंट रिपोर्ट के अनुसार टॉप प्रॉस्पेक्टिव होस्ट इकोनॉमीज फोर 201618 में भारत का स्थान तीसरा पहुँच गया हैआई वर्ल्ड इकोनॉमिक फोरम के ग्लोबल कॉम्पिटिटिवनेस रिपोर्ट में भारत ने 32 रैंक की छलांग लगाई हैआई ग्लोबल इनोवेशन इंडेक्स 2016 में हमने 16 स्थानों की बढ़त हासिल की है और वर्ल्ड बैंक के लॉजिस्टिक्स परफॉर्मेंस इंडेक्स 2016 में 19 रैंक की बढ़ोतरी हुई हैआई कई रिपोर्ट ऐसे हैं जिसके मूल्यांकन भी इसी ओर इशारा करते हैंआई भारत तेज़ी से आगे बढ़ रहा है आई"
It is a sign of good times for the agricultural sector,आज
"The diligent hard work by this country's workers, and farmers, and youth has scripted a new chapter of success with flying colours",हमारे नौजवानों ने स्टार्टअप से काफ़ी प्रगति की है
Recently India proudly inscribed her name in various sectors of the global economic scenario,मैं देश के सभी राज्यों को भी बधाई देता हूँ
"It is solely on account of the tireless exertions of our countrymen that on myriad indicators, India has charted an upward trajectory in global rankings",मैं देशवासियों का आभारी हूँ कि इतनी सारी चिट्ठियाँ लिख करके मुझे आपने मदद की है
India's ranking has gone up in the Doing Business Report of the World Bank,इसको बढ़ावा देने के लिये भारत सरकार ने एक बहुत बड़ा फैसला लिया है
We are trying our best to raise the level of the business practices in India to match the best practices in the world on equal footing,मैं देश के सभी राज्यों को भी बधाई देता हूँ
And we are succeeding in that,आज
"In the World Investment Report released by UNCTAD, India's position has risen to third in the Top Prospective Host Economies for 201618",भारत जैसे देश ने तो इस क्षेत्र में सबसे आगे होना चाहिये
"In the Global Competitive Report of the World Economic Forum, India has made a big leap upwards by 32 ranks",इसको बढ़ावा देने के लिये भारत सरकार ने एक बहुत बड़ा फैसला लिया है
"In the Global Innovation Index 2016, we have moved up 16 rungs and in the Logistics Performance Index 2016 of the World Bank, we have risen by 19 ranks","मेरे प्यारे देशवासियो, पिछली बार भी 'मन की बात' में मैंने कहा था कि इन कठिनाइयों के बीच भी हमारे किसानों ने कड़ी मेहनत कर के 'बुवाई' में पिछले साल का रिकॉर्ड तोड़ दियाआई कृषि क्षेत्र के दृष्टि से ये शुभ संकेत हैंआई इस देश का मजदूर हो, इस देश का किसान हो, इस देश का नौजवान हो इन सब के परिश्रम आज नये रंग ला रहे हैंआई पिछले दिनों विश्व के 'अर्थ मंच' पर भारत ने अनेक क्षेत्र में अपना नाम बड़े गौरव के साथ अंकित करवाया हैआई हमारे देशवासियों के लगातार प्रयासों का परिणाम है कि अलगअलग इंडिकेटर्स के ज़रिये अलगअलग इंडिकेटर्स के ज़रिये भारत की वैश्विक रैंकिंग में बढ़ोतरी दिखाई दे रही हैआई वर्ल्ड बैंक की डोइंग बिजनेस रिपोर्ट में भारत की रैंकिंग बढ़ी हैआई हम भारत में बिजनेस प्रैक्टिस को दुनिया के बेस्ट प्रैक्टिस के बराबर बनाने का तेज़ी से प्रयास कर रहे हैं और सफलता मिल रही हैआई अंक्टाड उसके द्वारा जारी वर्ल्ड इन्वेस्टमेंट रिपोर्ट के अनुसार टॉप प्रॉस्पेक्टिव होस्ट इकोनॉमीज फोर 201618 में भारत का स्थान तीसरा पहुँच गया हैआई वर्ल्ड इकोनॉमिक फोरम के ग्लोबल कॉम्पिटिटिवनेस रिपोर्ट में भारत ने 32 रैंक की छलांग लगाई हैआई ग्लोबल इनोवेशन इंडेक्स 2016 में हमने 16 स्थानों की बढ़त हासिल की है और वर्ल्ड बैंक के लॉजिस्टिक्स परफॉर्मेंस इंडेक्स 2016 में 19 रैंक की बढ़ोतरी हुई हैआई कई रिपोर्ट ऐसे हैं जिसके मूल्यांकन भी इसी ओर इशारा करते हैंआई भारत तेज़ी से आगे बढ़ रहा है आई"
There are many reports whose evaluation indicate that India is taking rapid strides ahead,इसको बढ़ावा देने के लिये भारत सरकार ने एक बहुत बड़ा फैसला लिया है
"My dear countrymen, this time the session of Parliament became the object of ire of our countrymen","मेरे प्यारे देशवासियो, नमस्कार"
Indignation was expressed everywhere about the activities in the Parliament,इसके संबंध में विस्तार से लिखा है
The President and Vice President also explicitly expressed their displeasure,यूनियन टेरिटरी को भी बधाई देता हूँ
"But even in such a situation, sometimes good things also take place which create a sense of satisfaction in the mind",अनेक स्मृतियाँ आँखों के सामने उभर करके आती हैं
"Amid the din in Parliament, an excellent task was accomplished, which has not attracted due attention of the country",मैं देश के सभी राज्यों को भी बधाई देता हूँ
"Brothers and sisters, today with pride and joy I would like to mention that a bill in connection with my government's mission on Divyangjan, that is, differently or specially abled people was passed in Parliament","मेरे प्यारे देशवासियो, मुझे ये जान करके ख़ुशी होती है कि देश में टेक्नोलॉजी का उपयोग कैसे करना, इपेमेंट कैसे करना, ओनलाइन पेमेंट कैसे करना, इसकी जागरूकता बहुत तेज़ी से बढ़ रही है"
"For this, I extend my heartfelt gratitude to all the members of Lok Sabha and Rajya Sabha",मैं देश के सभी राज्यों को भी बधाई देता हूँ
On behalf of millions of Divyangjan of the country I express my thanks,मैं देश के सभी राज्यों को भी बधाई देता हूँ
Our government is committed to the welfare of Divyaangs,हमारा देश तो सर्वाधिक युवाओं वाला देश है
"Personally too, I have strived to lend momentum to this campaign",सबने अपनेअपने प्रकार से इस अभियान को आगे बढ़ाया है
My intention was to ensure that the Divyangjan secure their due rights and also the honour and dignity that they are entitled to,उनकी जयन्ती पर भावभीनी श्रद्धांजलि
Our efforts and our trust were fortified by our Divyaang brothers and sisters when they returned with 4 medals from the Paralympics,हमारे नौजवानों ने स्टार्टअप से काफ़ी प्रगति की है
"With their triumph, not only did they do the Nation proud, they pleasantly surprised many people through their capabilities and prowess",मैं देश के सभी राज्यों को भी बधाई देता हूँ
"Our Divyaang brothers and sisters are an invaluable heritage, a precious endowment, just as every citizen of the country is","मेरे प्यारे देशवासियो, नमस्कार"
Today I am immensely delighted that the passing of this Law for the welfare of the Divyaangjan will open up additional avenues of employment for them,"आज क्रिसमस के दिन, सौगात के रूप में, देशवासियों को दो योजनाओं का लाभ मिलने जा रहा है"
"In government jobs, the extent of reservation for them has been enhanced to 4%",मैं देश के सभी राज्यों को भी बधाई देता हूँ
"Special provisions have been provided for in this Law for their education, facilities and also for grievances",इसके संबंध में विस्तार से लिखा है
"The extent of sensitivity of the government towards the Divyaangs can be assessed by the fact that during the last two years, the central government set up 4350 camps for Divyaangs, spent 352 crore rupees for distributing implements to 5,80,000 Divyaang brothers and sisters","मेरे प्यारे देशवासियो, इस बार संसद का सत्र देशवासियों की नाराज़गी का कारण बना, चारों तरफ संसद के गतिविधि के संबंध में रोष प्रकट हुआI राष्ट्रपति, उपराष्ट्रपति जी ने भी प्रकट रूप से नाराज़गी व्यक्त की, लेकिन इस हालत में भी, कभीकभी कुछ अच्छी बात भी हो जाती है और तब मन को एक बहुत संतोष मिलता हैआई संसद के होहल्ले के बीच एक ऐसा उत्तम काम हुआ जिसकी तरफ देश का ध्यान नहीं गया हैआई भाइयोबहनो, आज मुझे इस बात को बताते हुए गर्व और हर्ष की अनुभूति हो रही है कि दिव्यांगजनों पर जिस मिशन को ले करके मेरी सरकार चली थी, उससे जुड़ा एक बिल संसद में पारित हो गया, इसके लिये मैं लोकसभा और राज्यसभा के सभी सांसदों का आभार व्यक्त करता हूँ, देश के करोड़ों दिव्यांगजनों की तरफ से आभार व्यक्त करता हूँआई दिव्यांगों के लिए हमारी सरकार कमिटेड हैआई मैंने निजीतौर पर भी इसे लेकर मुहिम को गति देने की कोशिश भी की है आई मेरा इरादा था, दिव्यांगजनों को उनका हक़ मिले, सम्मान मिले, जिसके वो अधिकारी हैंआई हमारे प्रयासों और भरोसों को हमारे दिव्यांग भाईबहनों ने उस वक़्त और मजबूती दी जब वे पैरालम्पिक्स में चार मेडल जीत करके ले आये, उन्होंने अपनी जीत से न केवल देश का मान बढ़ाया बल्कि अपनी क्षमता से लोगों को आश्चर्य चकित भी कर दियाआई हमारे दिव्यांग भाईबहन भी देश के हर नागरिक की तरह हमारी एक अनमोल विरासत है, अनमोल शक्ति हैआई मैं आज बेहद खुश हूँ कि दिव्यांगजनों के हित के लिए ये कानून पास होने के बाद दिव्यांगों के पास नौकरी के ज्यादा अवसर होंगेआई सरकारी नौकरियों में आरक्षण की सीमा बढ़ा करके 4% कर दी गयी हैआई इस कानून से दिव्यांगो की शिक्षा, सुविधा और शिकायतों के लिए विशेष प्रावधान भी किये गए हैंआई दिव्यांगों को ले करके सरकार कितनी संवेदनशील है इसका अंदाज़ आप इस बात से लगा सकते हैं कि केंद्र सरकार ने पिछले दो वर्ष में दिव्यांगजनों के लिए चार हज़ार तीन सौ पचास कैंप लगाएI तीन सौ बावन करोड़ रूपयों की राशि खर्च करके पाँच लाख अस्सी हज़ार दिव्यांग भाईबहनों को उपकरण बाँटेआई सरकार ने यूनाइटेड नेशन की भावना के अनुरूप ही नया कानून पारित किया हैआई पहले दिव्यांगों की श्रेणी सात प्रकार की हुआ करती थी, लेकिन अब कानून बना करके उसे इक्कीस प्रकार की कर दी गई हैंआई इसमें चौदह नई श्रेणियाँ और जोड़ दी हैंआई दिव्यांगों की कई ऐसी श्रेणियाँ शामिल की गयी हैं जिसे पहली बार न्याय मिला है, अवसर मिला हैआई जैसे थैलेसीमिया, parkinson'एस, या फिर बौनापन, ऐसे क्षेत्रों को भी इस श्रेणी के साथ जोड़ दिया गया हैआई मेरे युवा साथियो, पिछले कुछ हफ्तों में खेल के मैदान में ऐसी ख़बरें आईं जिसने हम सब को गौरवान्वित कर दियाआई भारतीय होने के नाते हम सब को गर्व होना बहुत स्वाभाविक हैआई भारतीय क्रिकेट टीम की इंग्लैंड के खिलाफ़ चार शून्य से सीरीज में जीत हुई हैआई इसमें कुछ युवा खिलाड़ियों की परफॉर्मेंस काबिले तारीफ़ रहीआई हमारे नौजवान करुण नायर ने ट्रिपल सेंचुरी लगाई, तो, के.एल. राहुल ने 199 रनों की पारी खेलीआई टेस्ट कप्तान विराट कोहली ने तो अच्छी बैटिंग के साथसाथ अच्छा नेतृत्व भी दियाआई भारतीय क्रिकेट टीम के आफस्पिनर गेंदबाज आर. अश्विन को आईसीसी ने वर्ष 2016 का 'क्रिकेटर ओएफ थे यियर' और 'बेस्ट टेस्ट क्रिकेटर' घोषित किया हैआई इन सब को मेरी बहुतबहुत बधाईयाँ, ढेर सारी शुभकामनायेंआई हॉकी के क्षेत्र में भी पंद्रह साल के बाद बहुत अच्छी खबर आई, शानदार खबर आई"
The government has passed the new law in consonance with the spirit expressed by the United Nations,इसको बढ़ावा देने के लिये भारत सरकार ने एक बहुत बड़ा फैसला लिया है
Earlier there were seven Divyaang categories; now adding fourteen new categories this has been expanded to twentyone categories,एक प्रकार से दो नवतर योजनाओं का आरम्भ हो रहा है
Many such new categories of Divyaangs have been included thereby providing them for the first time justice and opportunities,"मेरे प्यारे देशवासियो, 2017 का वर्ष नई उमंग और उत्साह का वर्ष बने, आपके सारे संकल्प सिद्ध हों, विकास की नई ऊँचाइयों को हम पार करेंआई सुख चैन की ज़िन्दगी जीने के लिए ग़रीब से ग़रीब को अवसर मिले, ऐसा हमारा 2017 का वर्ष रहेआई 2017 के वर्ष के लिये मेरी तरफ से सभी देशवासियों को अनेकअनेक शुभकामनायेंआई बहुतबहुत धन्यवादI"
"For example, categories like Thalassemia, Parkinson's, or for that matter Dwarfism have been included","लिखने वालों का दूसरा तबक़ा वो है जिन्होंने ज्यादातर उन बातों पर बल दिया है कि इतना अच्छा काम, देश की भलाई का काम, इतना पवित्र काम, लेकिन उसके बावजूद भी कहाँकहाँ कैसीकैसी धांधली हो रही है, किस प्रकार से बेईमानी के नयेनये रास्ते खोज़े जा रहे हैं, इसका भी ज़िक्र लोगों ने किया है"
"My young friends, during the last few weeks, news items coming in from the world of sports have made all of us proud",हमारे नौजवानों ने स्टार्टअप से काफ़ी प्रगति की है
"Being Indians, it is but natural for us to feel elated",भारत जैसे देश ने तो इस क्षेत्र में सबसे आगे होना चाहिये
"In the cricket series against England, India has triumphed 40",इसको बढ़ावा देने के लिये भारत सरकार ने एक बहुत बड़ा फैसला लिया है
"In this, the performance of some of the younger players deserves a special word of praise",मैं देश के सभी राज्यों को भी बधाई देता हूँ
The young Karun Nair scored a triple century and K,हमारा देश तो सर्वाधिक युवाओं वाला देश है
L,आज
Rahul played a brilliant 199 run innings,उनकी जयन्ती पर भावभीनी श्रद्धांजलि
Test captain Virat Kohli batted extremely well and also provided inspiring leadership,मैं देश के सभी राज्यों को भी बधाई देता हूँ
Indian Cricket team's offspin bowler R,आज
Ashwin has been declared 'Cricketer of the Year' as well as 'Best Test Cricketer' by the ICC for the year 2016,ये उपलब्धि भारतीय हॉकी टीम के भविष्य के लिये शुभ संकेत हैआई पिछले महीने हमारी महिला खिलाड़ियों ने भी कमाल करके दिखायाआई भारत की महिला हॉकी टीम ने एशियन चैम्पियंस ट्रॉफी भी जीती और अभीअभी कुछ ही दिन पहले अंडर 18 एएसआईए कप भारत की महिला हॉकी टीम ने ब्रोंज मेडल हासिल कियाआई मैं क्रिकेट और हॉकी टीम के सभी खिलाड़ियों को ह्रदय से बहुतबहुत अभिनन्दन करता हूँआई
My heartiest congratulations and many good wishes go to all of them,आप सभी को क्रिसमस की अनेकअनेक शुभकामनायें
"After a gap of 15 years, there was good news, in fact grand news from the hockey arena too",जूनियर हॉकी टीम ने वर्ल्ड कप पर कब्ज़ा कर लियाआई पंद्रह साल के बाद ये मौका आया है जब जूनियर हॉकी टीम ने वर्ल्ड कप जीताआई इस उपलब्धि के लिये नौजवान खिलाड़ियों को बहुतबहुत बधाई
The Junior Hockey Team lifted the World Cup,जूनियर हॉकी टीम ने वर्ल्ड कप पर कब्ज़ा कर लियाआई पंद्रह साल के बाद ये मौका आया है जब जूनियर हॉकी टीम ने वर्ल्ड कप जीताआई इस उपलब्धि के लिये नौजवान खिलाड़ियों को बहुतबहुत बधाई
This festive occasion came to us after fifteen years as the Junior Hockey team won the World Cup,जूनियर हॉकी टीम ने वर्ल्ड कप पर कब्ज़ा कर लियाआई पंद्रह साल के बाद ये मौका आया है जब जूनियर हॉकी टीम ने वर्ल्ड कप जीताआई इस उपलब्धि के लिये नौजवान खिलाड़ियों को बहुतबहुत बधाई
Heartiest congratulations to these young players for this grand feat,मैं देश के सभी राज्यों को भी बधाई देता हूँ
This achievement is a very good omen for the future of our Hockey team,ये उपलब्धि भारतीय हॉकी टीम के भविष्य के लिये शुभ संकेत हैआई पिछले महीने हमारी महिला खिलाड़ियों ने भी कमाल करके दिखायाआई भारत की महिला हॉकी टीम ने एशियन चैम्पियंस ट्रॉफी भी जीती और अभीअभी कुछ ही दिन पहले अंडर 18 एएसआईए कप भारत की महिला हॉकी टीम ने ब्रोंज मेडल हासिल कियाआई मैं क्रिकेट और हॉकी टीम के सभी खिलाड़ियों को ह्रदय से बहुतबहुत अभिनन्दन करता हूँआई
Last month our Women players too won laurels,ये उपलब्धि भारतीय हॉकी टीम के भविष्य के लिये शुभ संकेत हैआई पिछले महीने हमारी महिला खिलाड़ियों ने भी कमाल करके दिखायाआई भारत की महिला हॉकी टीम ने एशियन चैम्पियंस ट्रॉफी भी जीती और अभीअभी कुछ ही दिन पहले अंडर 18 एएसआईए कप भारत की महिला हॉकी टीम ने ब्रोंज मेडल हासिल कियाआई मैं क्रिकेट और हॉकी टीम के सभी खिलाड़ियों को ह्रदय से बहुतबहुत अभिनन्दन करता हूँआई
"Indian Women's Hockey Team won the Asian Champions Trophy and just a few days ago in the under18 Asia Cup, Indian Women's Hockey Team secured the Bronze Medal",ये उपलब्धि भारतीय हॉकी टीम के भविष्य के लिये शुभ संकेत हैआई पिछले महीने हमारी महिला खिलाड़ियों ने भी कमाल करके दिखायाआई भारत की महिला हॉकी टीम ने एशियन चैम्पियंस ट्रॉफी भी जीती और अभीअभी कुछ ही दिन पहले अंडर 18 एएसआईए कप भारत की महिला हॉकी टीम ने ब्रोंज मेडल हासिल कियाआई मैं क्रिकेट और हॉकी टीम के सभी खिलाड़ियों को ह्रदय से बहुतबहुत अभिनन्दन करता हूँआई
I congratulate all our Cricket and Hockey team players from the core of my heart,मैं देश के सभी राज्यों को भी बधाई देता हूँ
"My dear countrymen, may 2017 be a year full of joy and enthusiasm; may all your resolves be crowned with success; let us scale newer heights of progress; may the poorest of the poor get an opportunity to lead a better and fuller life of happiness and contentment; may 2017 be like this for all of us","मेरे प्यारे देशवासियो, 2017 का वर्ष नई उमंग और उत्साह का वर्ष बने, आपके सारे संकल्प सिद्ध हों, विकास की नई ऊँचाइयों को हम पार करेंआई सुख चैन की ज़िन्दगी जीने के लिए ग़रीब से ग़रीब को अवसर मिले, ऐसा हमारा 2017 का वर्ष रहेआई 2017 के वर्ष के लिये मेरी तरफ से सभी देशवासियों को अनेकअनेक शुभकामनायेंआई बहुतबहुत धन्यवादI"
"For the year 2017, my best and brightest wishes to all my countrymen",मैं देश के सभी राज्यों को भी बधाई देता हूँ
"Many, many thanks",आप सभी को क्रिसमस की अनेकअनेक शुभकामनायें
"My dear countrymen,","मेरे प्यारे देशवासियो, नमस्कार"
Namaskar,"मेरे प्यारे देशवासियो, नमस्कार"
"When I express Mann Ki Baat, it feels like I am present amongst you as a member of your family","जब मैं 'मन की बात' करता हूँ तो ऐसा लगता है, जैसे आपके बीच, आपके परिवार के सदस्य के रूप में उपस्थित हूँ"
Little matters exchanged that teach one another; bitter sweet life experiences that become an inspiration for living a wholesome life...and this is just what Mann Ki Baat is,"हमारी छोटीछोटी बातें, जो एकदूसरे को, कुछ, सिखा जाये, जीवन के खट्टेमीठे अनुभव जो, जीभर के जीने की प्रेरणा बन जाये बस यही तो है 'मन की बात'"
Today is the last day of January 2021,"आज, 2021 की जनवरी का आखिरी दिन है"
"Are you too thinking, the way I am that 2021 had commenced just a few days ago",क्या आप भी मेरी तरह ये सोच रहे हैं कि अभी कुछ ही दिन पहले तो 2021 शुरू हुआ था ? लगता ही नहीं कि जनवरी का पूरा महीना बीत गया है समय की गति इसी को तो कहते हैं
It just doesn't feel that the entire month of January has passed by,"आज, 2021 की जनवरी का आखिरी दिन है"
This is what is termed as the speed of time,"अपने देश को, और तेज गति से, आगे ले जाना है"
It feels like just a matter of a few days ago when we were exchanging good wishes with each other,"कुछ दिन पहले की ही तो बात लगती है जब हम एक दूसरे को शुभकमनाएं दे रहे थे, फिर हमने लोहड़ी मनाई, मकर संक्रांति मनाई, पोंगल, बिहु मनाया"
"Then we celebrated Lohri, Makar Sankranti, Pongal and Bihu","कुछ दिन पहले की ही तो बात लगती है जब हम एक दूसरे को शुभकमनाएं दे रहे थे, फिर हमने लोहड़ी मनाई, मकर संक्रांति मनाई, पोंगल, बिहु मनाया"
It was festival time in different parts of the country,देश के अलगअलग हिस्सों में त्योहारों की धूम रही
"We celebrated the 23rd of January, the birth anniversary of Netaji Subhash Chandra Bose as PARAKRAM DIWAS and also watched the grand Republic Day Parade on the 26th of January",23 जनवरी को हमने नेताजी सुभाष चंद्र बोस के जन्मदिन को 'पराक्रम दिवस' के तौर पर मनाया और 26 जनवरी को 'गणतन्त्र दिवस' की शानदार परेड भी देखी
"Following the Address to the joint session by Rashtrapati ji, the Budget Session has also begun",राष्ट्रपति जी द्वारा संसद के संयुक्त सत्र को सम्बोधन के बाद 'बजट सत्र' भी शुरू हो गया है
"Amidst all of this, there was one more happening that is keenly awaited by all of us that is the announcement of the Padma Awards","इन सभी के बीच एक और कार्य हुआ, जिसका हम सभी को बहुत इंतजार रहता है ये है पद्म पुरस्कारों की घोषणा"
The nation honored people doing extraordinary work; for their achievements and contribution to humanity,राष्ट्र ने असाधारण कार्य कर रहे लोगों को उनकी उपलब्धियाँ और मानवता के प्रति उनके योगदान के लिए सम्मानित किया
"This year too, the recipients comprise people who have done excellent work in myriad fields; through their endeavour, they've changed someone's life, taking the country forward","इस साल भी, पुरस्कार पाने वालों में, वे लोग शामिल हैं, जिन्होंने, अलगअलग क्षेत्रों में बेहतरीन काम किया है, अपने कामों से किसी का जीवन बदला है, देश को आगे बढ़ाया है"
"Thus, the tradition of conferring the Padma honour on unsung heroes that was started a few years ago has been maintained this time too","यानी, जमीनी स्तर पर काम करने वाले अनसंग हीरोज को पद्म सम्मान देने की जो परंपरा देश ने कुछ वर्ष पहले शुरू की थी, वो, इस बार भी कायम रखी गई है"
