context,hin_Deva
"Allergy testing may help in determining the trigger. Skin allergy testing is available for certain foods and venoms. Blood testing for specific IgE can be useful to confirm milk, egg, peanut, tree nut and fish allergies.","विशिष्ट आई.जी.ई. के लिए रक्त परीक्षण दूध, अंडा, मूंगफली, काष्ठफल, और मछली से एलर्जी की पुष्टि करने में उपयोगी हो सकता है।"
"Bangalore's rapid growth has created several administrative problems relating to traffic congestion and degrading infrastructure. The unplanned nature of growth in the city resulted in massive traffic gridlocks; a flyover system and one-way traffic systems were introduced, which were only moderately successful. A 2003Battelle Environmental Evaluation System (BEES) evaluation of Bangalore's physical, biological and socioeconomic parameters indicated that Bangalore's water quality and terrestrial and aquatic ecosystems were close to ideal, while the city's socioeconomic parameters (traffic, quality of life) air quality and noise pollution were poor.","2003 की बैटल पर्यावरण मूल्यांकन प्रणाली (बीज़) द्वारा शहर के भौतिक, जैविक और सामाजिक आर्थिक मापदंडों के मूल्यांकन के अनुसार, बैंगलोर की पानी की गुणवत्ता और स्थलीय और जलीय पारिस्थितिकी तंत्र लगभग आदर्श थे, जबकि, शहर के सामाजिक-आर्थिक मापदंड (यातायात, जीवन की गुणवत्ता), वायु गुणवत्ता और ध्वनि प्रदूषण निम्न स्तर के थे।"
"Before the baby merges from the womb, an injection for pain control during childbirth may be administered through the vaginal wall and near the pudendal nerve. Because the pudendal nerve carries motor and sensory fibers that innervate the pelvic muscles, a pudendal nerve block relieves birth pain. The medicine does not harm the child, and is without significant complications.","गुह्य तंत्रिका में क्योंकि प्रेरक एवं संवेदी तंत्रिकाएं होती हैं जो श्रोणि मांसपेशियों में तंत्रिकाओं की आपूर्ति करती हैं, तो गुह्य तंत्रिका रोध से प्रसव पीड़ा से आराम मिलता है।"
"Camphor is commonly applied as a topical medication as a skin cream or ointment to relieve itching from insect bites, minor skin irritation, or joint pain. It is absorbed in the skin epidermis, where it stimulates nerve endings sensitive to heat and cold, producing a warm sensation when vigorously applied, or a cool sensation when applied gently, indicating its properties as a counterirritant. The action on nerve endings also induces a slight local analgesia.","यह बाह्यत्वचा में अवशोषित होता है, जहां यह ताप और ठंडक के प्रति संवेदनशील तंत्रिका अंतर्संघनों को प्रेरित करता है, जिससे, जब रगड़ कर इसे लगाया जाता है तो एक गर्माहट महसूस होती है और अगर हल्के हाथों से लगाया जाता है तो ठंडक महसूस होती है, जो इसके प्रतिक्षोभण गुणों को दर्शाता है।"
"Cholera reached the southern tips of the Ural Mountains in 1829. On 26 August 1829, the first cholera case was recorded in Orenburg with reports of outbreaks in Bugulma (7 November), Buguruslan (5 December), Menzelinsk (2 January 1830), and Belebey (6 January). With 3500 cases including 865 fatal ones in Orenburg province, the epidemic stopped by February 1830.",1829 में हैजा यूराल पर्वत के दक्षिणी छोर तक फैल गया था।
Collagen as haemostat: When collagen interacts with platelets it causes a rapid coagulation of blood. This rapid coagulation produces a temporary framework so the fibrous stroma can be regenerated by host cells. Collagen based haemostat reduces blood loss in tissues and helps manage bleeding in cellular organs like the liver and spleen.,रक्तरोधक के रूप में कोलाजन: जब कोलाजन प्लेटलेट के साथ अभिक्रिया करता है तो तेजी से रक्त स्कंदन होने लगता है।
"Currently administered human anthrax vaccines include acellular (USA, UK) and live spore (Russia) varieties. All currently used anthrax vaccines show considerable local and general reactogenicity (erythema, induration, soreness, fever) and serious adverse reactions occur in about 1% of recipients. New third-generation vaccines being researched include recombinant live vaccines and recombinant sub-unit vaccines.","वर्तमान में इस्तेमाल होने वाले सभी ऐन्थ्रेक्स टीके काफी अधिक स्थानीय एवं सामान्य अभिक्रियाशीलता (त्वग्रक्तिमा, कड़ापन, दर्द और बुखार) दर्शाते हैं तथा 1% प्राप्तकर्ताओं में गंभीर प्रतिकूल प्रभाव होते हैं।"
"Depending on the diagnosis, severity and individual, and the job itself, personality disorders can be associated with difficulty coping with work or the workplacepotentially leading to problems with others by interfering with interpersonal relationships. Indirect effects also play a role; for example, impaired educational progress or complications outside of work, such as substance abuse and co-morbid mental disorders, can be problematic. However, personality disorders can also bring about above-average work abilities by increasing competitive drive or causing the individual with the condition to exploit his or her co-workers.","निदान, तीव्रता और व्यक्ति के आधार पर तथा काम के आधार पर भी व्यक्तिगत विकार काम करने में या कार्य-स्थान में होने वाली परेशानी से संबंधित हो सकते हैं जिसके परिणामस्वरूप अन्य लोगों के साथ पारस्परिक संबंधों में बाधाएं पैदा करके संभावित रूप से अन्य लोगों के साथ समस्याएं हो सकती हैं।"
"Exhaled respiratory particles can build-up within enclosed spaces with inadequate ventilation. The risk of COVID19 infection increases especially in spaces where people engage in physical exertion or raise their voice (e.g., exercising, shouting, singing) as this increases exhalation of respiratory droplets. Prolonged exposure to these conditions, typically more than 15 minutes, leads to higher risk of infection.",उच्छश्वसित श्वास कणों की मात्रा अपर्याप्त संवातन वाले बंद स्थानों में बढ़ जाती है।
"Generic version of Tamiflu (Oseltamivir) was made available in Indian market, after several months of swine flu attack. Natco Pharma and Strides Arcolabs have launched their generic version of Oseltamivir, Natflu and Starflu. These drugs were made available to the customers directly under prescription.",कई महीनों से स्वाइन फ्लू से आक्रांत रहने के बाद टैमिफ्लू (ओसेल्टामिविर) का मूल रूप भारतीय बाज़ारों में उपलब्ध कराया गया।
"Health-enhancing intestinal bacteria of the gut flora serve to prevent the overgrowth of potentially harmful bacteria in the gut. These two types of bacteria compete for space and ""food"", as there are limited resources within the intestinal tract. A ratio of 80-85% beneficial bacteria to 15-20% potentially harmful bacteria generally is considered normal within the intestines, and maintains homeostasis.",आंतों में 80–85% लाभकारी बैक्टीरिया और 15–20% संभावित रूप से हानिकारक बैक्टीरिया का अनुपात आमतौर पर सामान्य माना जाता है और यह समस्थिति बनाए रखता है।
"However, a cholera epidemic reduced the population to 400 families by 1812. When the British finally usurped the area on 13 July 1829, it was almost deserted; efforts at that time to populate the place by inducting cultivators with an incentive of Rs 1260 to develop the lands at that time also failed. In 1879, a few Bhil and Naikda tribes resided there, but over the next few years, it became well known in India for its rulers and the monuments left behind by them","13 जुलाई 1829 में आखिरकार जब अंग्रेज़ों ने इस क्षेत्र को हड़प लिया था, यह प्रायः वीरान था; इस स्थान पर उस समय लोगों को बसाने के प्रयास के रूप में किसानों को भूमि को विकसित करने के लिए रु.1260 का दिया गया प्रलोभन भी विफल रहा।"
"In 2007, the Indian Psychiatric Society had 3000 registered psychiatrists on its rolls. In 2020, the society had over 7200 specialists enlisted. Mental health professionals such as psychiatrists acquire their qualification following completing an MD in Psychiatry, a Diploma in Psychiatric Medicine (DPM) or Diplomate of National Board (DNB) in Psychiatry; following an MBBS from a Medical Council of India center.","मनोरोग चिकित्सक जैसे मानसिक स्वास्थ्य के पेशेवर लोग अहर्ता प्राप्त करने के लिए भारतीय चिकित्सा परिषद के केंद्र से एम.बी.बी.एस. करने के बाद मनोरोग चिकित्सा में एम.डी., मनोरोग औषधी में डिप्लोमा (डी.पी.एम.), या मनोरोग चिकित्सा में डिप्लोमेट ऑफ नैशनल बोर्ड (डी.एन.बी.) पूरा करते हैं।"
"In Canada, after 6.6 million doses of vaccine had been distributed between 21 October and 7 November, there were reports of mild adverse events in 598 people vaccinated including: nausea, dizziness, headache, fever, vomiting, and swelling or soreness at the injection site. There were reports of tingling lips or tongue, difficulty breathing, hives, and skin rashes. Thirty six people had serious adverse events, including anaphylaxis and febrile convulsions.","कनाडा में 21 अक्तूबर और 7 नवम्बर के बीच टीके की 0.66 करोड़ खुराकें दिए जाने के बाद, 598 टीका प्राप्त करने वाले लोगों ने मिचली, सिर चकराने, सिर दर्द, बुखार, उल्टी और इंजेक्शन लगने के स्थान पर सूजन या दर्द जैसे हल्के प्रतिकूल प्रभाव होने की सूचना दी।"
"Live-attenuated vaccines are safe and stimulate a strong and effective immune response that is long-lasting. Given pathogens are attenuated, it is extremely rare for pathogens to revert to their pathogenic form and subsequently cause disease. Additionally, within the five WHO-recommended live attenuated vaccines (tuberculosis, oral polio, measles, rotavirus, and yellow fever), severe adverse reactions are extremely rare.","यह देखते हुए कि रोगाणु क्षीण हैं, बहुत ही कम संभावना है कि वे रोगजनक रूप पुनः वापस आएँ और बाद में बीमारी का कारण बनें।"
"Live-attenuated vaccines are safe and stimulate a strong and effective immune response that is long-lasting. Given pathogens are attenuated, it is extremely rare for pathogens to revert to their pathogenic form and subsequently cause disease. Additionally, within the five WHO-recommended live attenuated vaccines (tuberculosis, oral polio, measles, rotavirus, and yellow fever), severe adverse reactions are extremely rare.",जीवित-क्षीण विषाणु वाले टीके सुरक्षित होते हैं और एक तीव्र एवं प्रभावशाली प्रतिक्रिया प्रेरित करते हैं जो लंबे-समय तक रहती है।
"Malnutrition refers to deficiencies, excesses or imbalances in a person's intake of energy and/or nutrients. The term malnutrition covers 2 broad groups of conditions. One is undernutrition which includes stunting (low height for age), wasting (low weight for height), underweight (low weight for age) and micronutrient deficiencies or insufficiencies (a lack of important vitamins and minerals).","उनमें से एक है अल्पपोषण, जिसमें शामिल है वृद्धिरोध (उम्र के अनुसार कम लंबाई), क्षीणक-रोग (लंबाई के अनुसार कम वज़न), अति क्षीणकाय (उम्र के अनुसार कम वज़न) और सूक्ष्म पोषक तत्व की कमी या अपर्याप्तता (महत्वपूर्ण विटामिनों और खनिजों की कमी)।"
"Meditation lowers heart rate, oxygen consumption, breathing frequency, stress hormones, lactate levels, and sympathetic nervous system activity (associated with the fight-or-flight response), along with a modest decline in blood pressure. However, those who have meditated for two or three years were found to already have low blood pressure. During meditation, the oxygen consumption decrease averages 10 to 20 percent over the first three minutes.","हालांकि, जिन लोगों ने दो से तीन वर्षों तक ध्यान लगाया है, उनमें पहले से ही निम्न रक्तचाप पाया गया।"
"NCDs include many environmental diseases covering a broad category of avoidable and unavoidable human health conditions caused by external factors, such as sunlight, nutrition, pollution, and lifestyle choices. The diseases of affluence are non-infectious diseases with environmental causes. Examples include:","एन.सी.डी. में कई पर्यावरणीय रोग शामिल हैं जिनके अंतर्गत व्यापक वर्गों की परिहार्य और अपरिहार्य मानव स्वास्थ्य स्थितियाँ हैं जो धूप, पोषण, प्रदूषण और चुनी गई जीवनशैली जैसे बाह्य कारकों से होते हैं।"
"Non-immunologic mechanisms involve substances that directly cause the degranulation of mast cells and basophils. These include agents such as contrast medium, opioids, temperature (hot or cold), and vibration. Sulfites may cause reactions by both immunologic and non-immunologic mechanisms.","सल्फाइट दोनों, प्रतिरक्षात्मक एवं गैर-प्रतिरक्षात्मक विधियों से अभिक्रिया कर सकते हैं।"
"On 2 April 2020, Dagens Eko reported that significant spread of COVID-19 had occurred in retirement homes in at least 90 municipalities. Previously, the government and the public health authorities had strongly advised against external visits to retirement homes, with several municipalities outright banning them. A nationwide ban on external visits to retirement homes came into force on 1 April.","2 अप्रैल, 2020 में डागेन्स एको ने खबर दी कि कम से कम 90 नगरपालिकाओं के वृद्धों के लिए आवास व्यवस्थाओं में कोविड-19 का संक्रमण काफी फैल चुका था।"
"Once a virus genome becomes operational in a host cell, it then generates messenger RNA (mRNA) molecules that direct the synthesis of viral proteins. Production of mRNA is initiated by proteins known as transcription factors. Several antivirals are now being designed to block attachment of transcription factors to viral DNA.",जब एक विषाणु संजीन मेजबान कोशिका में काम करने लगता है तो वह संदेशवाहक आर.एन.ए. (एम.आर.एन.ए.) अणु उत्पन्न करता है जो विषाणु प्रोटीन के संश्लेषण का निर्देश देता है।
"Otherwise, being very elastic, it may return to its normal position. Additionally, the hymen may be lacerated by disease, injury, medical examination, masturbation or physical exercise. For these reasons, virginity cannot be definitively determined by examining the hymen.",इन्हीं कारणों से सतीत्व का निश्चित रूप से निर्धारण योनिच्छद की जांच से नहीं किया जा सकता है।
"Personality disorders are associated with considerable stigma in popular and clinical discourse alike. Despite various methodological schemas designed to categorize personality disorders, many issues occur with classifying a personality disorder because the theory and diagnosis of such disorders occur within prevailing cultural expectations; thus, their validity is contested by some experts on the basis of inevitable subjectivity. They argue that the theory and diagnosis of personality disorders are based strictly on social, or even sociopolitical and economic considerations.",वे तर्क प्रस्तुत करते हैं कि व्यक्तित्व विकारों के बारे में धारणा और निदान पूर्ण रूप से सामाजिक या फिर सामाजिक-राजनीतिक और आर्थिक मनन पर आधारित होती है।
"Socioeconomic status (SES) has been viewed as a risk factor for eating disorders, presuming that possessing more resources allows for an individual to actively choose to diet and reduce body weight. Some studies have also shown a relationship between increasing body dissatisfaction with increasing SES. However, once high socioeconomic status has been achieved, this relationship weakens and, in some cases, no longer exists.",कुछ अध्ययनों में शरीर के संबंध में बढ़ती असंतुष्टि और बढ़ते एस.ई.एस. के बीच संबंध दर्शाया है।
"The 2009 swine flu pandemic vaccines were influenza vaccines developed to protect against the pandemic H1N1/09 virus. These vaccines either contained inactivated (killed) influenza virus, or weakened live virus that could not cause influenza. The killed virus was injected, while the live virus was given as a nasal spray.",इन टीकों में या तो निष्क्रिय (मृत) इंफ्लुएंजा विषाणु होता है या कमज़ोर जीवित विषाणु होता है जिससे इंफ्लुएंजा नहीं हो सकता।
"The Africa CDC has played a role in responding to the global 201920 COVID-19 pandemic, which has affected Africa. In early April 2020, Director Dr John Nkengasong condemned remarks by two French scientists Professors, Jean-Paul Mira and Camille Locht suggesting that a potential tuberculosis vaccine for the coronavirus be test in Africa as ""disgusting and racist"". Dr Mira has since apologized for his remarks.","अप्रैल 2020 की शुरुआत में निदेशक, डॉ. जॉन एन्केंगेसॉन्ग ने दो फ्रेंच वैज्ञानिक -प्रोफेसर जॉन-पॉल मीरा और कमील लौक्ट की टिप्पणियों की निन्दा करते हुए उन टिप्पणियों को ""घृणास्पद और जातिवादी"" बताया क्योंकि इन वैज्ञानिकों ने सुझाव दिया था कि एक संभाव्य तपेदिक के टीके का कोरोनावाइरस के लिए परीक्षण अफ्रीका में किया जाए।"
"The Africa CDC is based at the Africa CDC Coordinating Centre in Addis Ababa, Ethiopia, which also contains the agency's Emergency Operations Centre. The agency is led by Director Dr John Nkengasong and Deputy Director Ahmed Ogwell Ouma. Besides its Executive Office and a Science and Programme Office, the agency also has several divisions dealing with ""policy, health diplomacy, and communication,"" ""management and administration,"" ""surveillance and disease intelligence,"" ""laboratory systems and networks,"" ""emergency preparedness and response,"" and "" public health institutes and research.""","कार्यकारी कार्यालय और एक विज्ञान एवं कार्यक्रम कार्यालय के अलावा एजेन्सी के कई विभाग हैं जो ""नीति, स्वास्थ्य राजनय, और संप्रेषण,"" ""प्रबंधन और प्रशासन,"" ""आवेक्षण और रोग आसूचना,""""प्रयोगशाला प्रणालियाँ और नेटवर्क,"" ""आपात स्थिति के लिए तैयारी और प्रतिक्रिया,"" और ""सार्वजनिक स्वास्थ्य संस्थान और शोध"" पर काम करते हैं।"
"The Africa CDC is based at the Africa CDC Coordinating Centre in Addis Ababa, Ethiopia, which also contains the agency's Emergency Operations Centre. The agency is led by Director Dr John Nkengasong and Deputy Director Ahmed Ogwell Ouma. Besides its Executive Office and a Science and Programme Office, the agency also has several divisions dealing with ""policy, health diplomacy, and communication,"" ""management and administration,"" ""surveillance and disease intelligence,"" ""laboratory systems and networks,"" ""emergency preparedness and response,"" and "" public health institutes and research.""",अफ्रीकी सी.डी.सी. इथियोपिया में अदीस अबाबा में स्थित अफ्रीका सी.डी.सी. समन्वय केंद्र पर आधारित है जहां पर एजेन्सी का आपातकालीन संचालन केंद्र भी है।
"The NCD Alliance is a global partnership founded in May 2009 by four international federations representing cardiovascular disease, diabetes, cancer, and chronic respiratory disease. The NCD Alliance brings together roughly 900 national member associations to fight non-communicable disease. Long-term aims of the Alliance include:",गैर-संचारी रोगों से लड़ने के लिए एन.सी.डी. अलायंस ने लगभग 900 राष्ट्रीय सदस्य समितियों को एकजुट किया है।
"The gastrointestinal tract (GI tract, digestive tract, alimentary canal) is the tract or passageway of the digestive system that leads from the mouth to the anus. The GI tract contains all the major organs of the digestive system, in humans and other animals, including the esophagus, stomach, and intestines. Food taken in through the mouth is digested to extract nutrients and absorb energy, and the waste expelled at the anus as feces.","मानवों और अन्य पशुओं में जठरांत्र क्षेत्र में भोजन नलिका, पेट और आंत्र सहित पाचन तंत्र के सभी मुख्य अंग होते हैं।"
"The gastrointestinal tract (GI tract, digestive tract, alimentary canal) is the tract or passageway of the digestive system that leads from the mouth to the anus. The GI tract contains all the major organs of the digestive system, in humans and other animals, including the esophagus, stomach, and intestines. Food taken in through the mouth is digested to extract nutrients and absorb energy, and the waste expelled at the anus as feces.","जठरांत्र क्षेत्र (जी.आई. प्रणाली, पाचन प्रणाली, आहार नली) पाचन तंत्र की प्रणाली या मार्ग है जो मुंह से शुरू होकर मलद्वार तक होता है।"
"There are additional factors contributing to protection from pathogen invasion. For example, low pH (ranging from 1 to 4) of the stomach is fatal for many microorganisms that enter it. Similarly, mucus (containing IgA antibodies) neutralizes many pathogenic microorganisms.","उदाहरण के लिए, पेट का कम पीएच (1 से 4 के बीच) विभिन्न सूक्ष्मजीवों के लिए जो पेट में प्रवेश करते हैं, घातक हो सकता है ।"
"Treatment for personality disorders is primarily psychotherapeutic. Evidence-based psychotherapies for personality disorders include cognitive behavioral therapy, and dialectical behavior therapy especially for borderline personality disorder. A variety of psychoanalytic approaches are also used.","व्यक्तित्व विकारों के लिए साक्ष्य-आधारित मनश्चिकित्सा में शामिल हैं संज्ञानात्मक व्यवहार उपचार और द्वंद्वात्मक व्यवहार उपचार, विशेष रूप से सीमावर्ती व्यक्तित्व विकार के मामलों में।"
"WHO described increasing capacity and adapting healthcare as a fundamental mitigation. The ECDC and WHO's European regional office issued guidelines for hospitals and primary healthcare services for shifting resources at multiple levels, including focusing laboratory services towards testing, cancelling elective procedures, separating and isolating patients, and increasing intensive care capabilities by training personnel and increasing ventilators and beds. The pandemic drove widespread adoption of telehealth.","ई.सी.डी.सी. और डब्ल्यू.एच.ओ. के यूरोपीय क्षेत्रीय कार्यालय ने अस्पतालों और प्राथमिक स्वास्थ्य देखभाल सेवाओं के लिए परीक्षण के लिए प्रयोगशाला सेवाओं पर ध्यान केंद्रण, चुनी गई पद्धतियों को रद्द करनाऔर कर्मियों को प्रशिक्षित करके तथा वेंटिलेटर एवं बेड की संख्या बढ़ा कर गहन देखभाल क्षमताएं बढ़ाने सहित कई स्तरों पर संसाधनों के स्थानांतरण के लिए दिशा-निर्देश जारी किए हैं।"
"serious health problems often result from physical, emotional, and sexual forms of domestic violence. physical health outcomes include: injury (from lacerations to fractures and internal organs injury), unwanted pregnancy, gynaecological problems, stds including hiv, miscarriage, pelvic inflammatory disease, chronic pelvic pain, headaches, permanent disabilities, asthma, irritable bowel syndrome, self-injurious behaviours (smoking, unprotected sex) mental health effects can include depression, fear, anxiety, low self-esteem, sexual dysfunction, eating disorders, obsessive-compulsive disorder, or post traumatic stress disorder. fatal effects can include suicide, homicide, maternal mortality, or hiv/aids.","शारीरिक स्वास्थ्य समस्याओं में चोटें (घावों से ले कर टूटी हड्डियों और आंतरिक अंगों में चोटें), अवांछित गर्भ, स्त्री रोग संबंधी समस्याएं, एच.आई.वी., गर्भपात, श्रोणि सूजन बीमारी, चिरकालिक श्रोणि दर्द, सिरदर्द, स्थायी अक्षमताएँ, अस्थमा, संवेदनशील आंत्र रोग जैसे यौन संक्रमित रोग शामिल हैं; स्व-हानिकारक व्यवहार (धूम्रपान, असुरक्षित यौन संबंध) में शामिल हैं; मानसिक स्वास्थ्य के परिणामों में अवसाद, भय, चिंता, कम आत्मसम्मान, यौन अक्षमता, खाने के विकार, जुनूनी बाध्यकारी विकार और अभिघातजन्य तनाव विकार शामिल हो सकते हैं।"
"A 2009 Cochrane review concluded that thiazide antihypertensive drugs reduce the risk of death (RR 0.89), stroke (RR 0.63), coronary heart disease (RR 0.84), and cardiovascular events (RR 0.70) in people with high blood pressure. In the ensuring years other classes of antihypertensive drug were developed and found wide acceptance in combination therapy, including loop diuretics (Lasix/furosemide, Hoechst Pharmaceuticals, 1963), beta blockers (ICI Pharmaceuticals, 1964) ACE inhibitors, and angiotensin receptor blockers. ACE inhibitors reduce the risk of new onset kidney disease [RR 0.71] and death [RR 0.84] in diabetic patients, irrespective of whether they have hypertension.","आने वाले वर्षों में, रक्तचाप कम करने की अन्य वर्गों की औषधियाँ विकसित की गईं और संयुक्त उपचार में इन्हें काफी स्वीकृति प्राप्त हुई, जिसमें शामिल थीं लूप डायरूटिक्स (लैसिक्स/फ्यूरोसेमाइड, होचेस्ट फार्मास्यूटिकल्स, 1963), बीटा-ब्लॉकर (आई.सी.आई. फार्मास्यूटिकल्स, 1964) ए.सी.ई. इन्हिबिटर्स, और ऐंजियोटेंसिन रीसेप्टर ब्लॉकर्स।"
"A total of 48,675 hectares (120,280 acres) of land is used for agriculture purposes. Paddy, the main food crop, is mostly cultivated in Andaman group of islands, whereas coconut and arecanut are the cash crops of Nicobar group of islands. Field crops, namely, pulses, oilseeds and vegetables are grown, followed by paddy during Rabi season.","मुख्य खाद्य फसल, धान, की खेती ज्यादातर अंडमान द्वीप समूह में की जाती है जबकि नारियल और सुपारी निकोबार द्वीप समूह की नकदी फसलें हैं।"
"ATI entered the mobile computing sector by introducing 3D-graphics acceleration to laptops in 1996. The Mobility product line had to meet requirements different from those of desktop PCs, such as minimized power usage, reduced heat output, TMDS output capabilities for laptop screens, and maximized integration. In 1997, ATI acquired Tseng Labs's graphics assets, which included 40 engineers.",ए.टी.आई. ने 1996 में लैपटॉप में 3डी-आलेखी त्वरण का प्रयोग करके मोबाइल कम्प्यूटिंग क्षेत्र में प्रवेश किया।
According to Greenpeace the largest coal belt in India is at Jharia. Before coal mining Jharia had forests inhabited by tribes. In 1971 the coal mines were nationalised.,"कोयले के खनन से पहले, झरिया में जंगल थे जहां आदिवासी रहते थे।"
"An international cargo hub project, the Multi-modal International Cargo Hub and Airport at Nagpur, (MIHAN), has been developed. MIHAN will be used for handling heavy cargo coming from South-East Asia and Middle-East Asia. The project will also include a 100 billion (US$1.3billion) Special Economic Zone (SEZ) for information-technology companies.","एक अंतर्राष्ट्रीय कार्गो हब परियोजना, मल्टी-मोडल इंटरनेशनल कार्गो हब एण्ड एयरपोर्ट ऐट नागपुर (मिहान) तैयार की गई है।"
"Ashok Leyland Defence Systems Ltd. (ALDS) also leverages Ashok Leyland's in-house R&D base, its collaboration with global technology leaders and Ashok Leyland's state-of-the-art plants in India. Ashok Leyland Defence Systems Ltd.","अशोक लेलैंड डिफेंस सिस्टम्स लिमिटेड (ए.एल.डी.एस.) कंपनी की संस्थानिक अनुसंधान और विकास क्षमताओं, प्रमुख वैश्विक प्रौद्योगिकी कंपनियों के साथ अपने सहयोग, और भारत में अशोक लेलैंड के संयंत्रों की अत्याधुनिक निर्माण सुविधाओं का लाभ उठाती है।"
"At SID's Display Week 2019 in May, Tianma and PlayNitride demonstrated their co-developed 7.56-inch (19.2cm) microLED display with over 60% transparency. China Star Optoelectronics Technology (CSoT) demonstrated a 3.3-inch (8.4cm) transparent microLED display with around 45% transparency, also co-developed with PlayNitride. Plessey Semiconductors Ltd demonstrated a monolithic monochrome blue GaN-on-silicon wafer bonded to a Jasper Display CMOS backplane 0.7-inch (18mm) active-matrix microLED display with an 8m pixel pitch.","प्लेसी सेमीकंडक्टर्स लिमिटेड ने 8 मि.मी. पिक्सेल पिच के साथ एक मोनोलिथिक मोनोक्रोमैटिक ब्लू जीएएन-ऑन-सिलिकॉन वेफर दिखाया, जिसे जैस्पर डिस्प्ले सी.एम.ओ.एस. बैकप्लेन 0.7-इंच (18 मि.मी.) सक्रिय-मैट्रिक्स माइक्रोएल.ई.डी. डिस्प्ले से जोड़ा गया था।"
"Bangalore's rapid growth has created several administrative problems relating to traffic congestion and degrading infrastructure. The unplanned nature of growth in the city resulted in massive traffic gridlocks; a flyover system and one-way traffic systems were introduced, which were only moderately successful. A 2003Battelle Environmental Evaluation System (BEES) evaluation of Bangalore's physical, biological and socioeconomic parameters indicated that Bangalore's water quality and terrestrial and aquatic ecosystems were close to ideal, while the city's socioeconomic parameters (traffic, quality of life) air quality and noise pollution were poor.",शहर के अनियोजित तरीके से बढ़ने के कारण यातायात में वाहनों का जमघट हो जाता था जिससे यातायात ठप हो जाता था; फ्लाई-ओवर प्रणाली और एकमार्गी यातायात की प्रणाली शुरू की गईं जो बस कुछ हद तक ही सफल रहीं।
"Constraints imposed by time zones can complicate communication; near-sourcing or nearshoring offers a solution. English language skills are the cornerstone of Nearshore and IT services. Collaboration by universities, industry, and government has slowly produced improvements.",अंग्रेजी भाषा में निपुणता तट के निकटवर्ती और सूचना प्रौद्योगिकी सेवाओं की आधारशिला है।
"Counter Measures Dispensing System (CMDS) is chaff and flare dispensing system. CMDS is an airborne defensive system providing self-protection to the aircraft by passive ECM against radar guided & IR seeking, air & ground launched missiles. Protection to the aircraft is achieved by misguiding the missiles by dispensing of chaff and/or flare payloads.","सी.एम.डी.एस. विमानवाहित सुरक्षा प्रणाली है जो निष्क्रिय ई.सी.एम. के माध्यम से हवाई जहाज को रेडार-मार्गदर्शित और आई.आर. अनुसरण करते, हवाई और जमीनी प्रक्षेपित मिसाइलों के खिलाफ आत्म-रक्षा प्रदान करती है।"
"Egypt produced 691,000bbl/d of oil and 2,141.05Tcf of natural gas in 2013, making the country the largest non-OPEC producer of oil and the second-largest dry natural gas producer in Africa. In 2013, Egypt was the largest consumer of oil and natural gas in Africa, as more than 20% of total oil consumption and more than 40% of total dry natural gas consumption in Africa. Also, Egypt possesses the largest oil refinery capacity in Africa 726,000bbl/d (in 2012).",2013 में मिस्र अफ्रीका में तेल और प्राकृतिक गैस का सबसे बड़ा उपभोक्ता था जिसकी अफ्रीका में तेल की कुल खपत के 20% से अधिक और शुष्क प्राकृतिक गैस की कुल खपत के 40% से अधिक खपत थी।
"Following a merger process, the merger of the 5 remaining associate banks, (viz. State Bank of Bikaner and Jaipur, State Bank of Hyderabad, State Bank of Mysore, State Bank of Patiala, State Bank of Travancore); and the Bharatiya Mahila Bank) with the SBI was given an in-principle approval by the Union Cabinet on 15 June 2016. This came a month after the SBI board had, on 17 May 2016, cleared a proposal to merge its five associate banks and Bharatiya Mahila Bank with itself.","विलय की प्रक्रिया के चलते, बाकी 5 सहयोगी बैंक (यानी स्टेट बैंक ऑफ बीकानेर एंड जयपुर, स्टेट बैंक ऑफ हैदराबाद, स्टेट बैंक ऑफ मैसूर, स्टेट बैंक ऑफ पटियाला, और स्टेट बैंक ऑफ ट्रैवेनकोर) एवं भारतीय महिला बैंक के एस.बी.आई. में विलय को केंद्रीय कैबिनेट ने 15 जून 2016 को सैद्धान्तिक रूप से अनुमोदन दिया।"
"GAIL is also an equity partner in two retail gas companies in Egypt, namely Fayum Gas Company (FGC) and National Gas Company (Natgas). Besides, GAIL is an equity partner in a retail gas company involved in city gas and CNG business in China China Gas Holdings Limited (China Gas). Further, GAIL and China Gas have formed an equally owned joint venture company GAIL China Gas Global Energy Holdings Limited for pursuing gas sector opportunities primarily in China.","गेल भी मिस्र की दो खुदरा गैस कंपनियों, फायुम गैस कंपनी (एफ.जी.सी.) और नैशनल गैस कंपनी (नैटगैस) में इक्विटी साझेदार है।"
"In 1824, Hamilton was introduced at Edgeworthstown to the novelist Maria Edgeworth, by the Rev. Richard Butler, the vicar of Trim, County Meath to whom his uncle James Hamilton was curate.:5,34 During the same period, his uncle introduced him to the Disney family at Summerhill, County Meath. The Disney sons attended Trinity College, and Hamilton had friends among them. At Summerhill, he met Catherine Disney, their sister.:37","एजवर्थस्टाउन में रेवरेंड रिचर्ड बटलर, जो काउंटी मीथ में ट्रिम के पादरी थे और जहां हैमिल्टन के चाचा जेम्स हैमिल्टन उपपादरी थे, वहाँ 1824 में पादरी ने हैमिल्टन का परिचय उपन्यासकार मरिया एडवर्थ से कराया।"
